stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
3097,830,Discovery,2024-05-21T00:00:00,,
3098,831,Prospecting,2022-03-05T00:00:00,2022-03-19T00:00:00,14
3099,831,Discovery,2022-03-19T00:00:00,,
3100,832,Prospecting,2023-08-16T00:00:00,2023-09-05T00:00:00,20
3101,832,Discovery,2023-09-05T00:00:00,2023-09-19T00:00:00,14
3102,832,Qualification,2023-09-19T00:00:00,2023-09-30T00:00:00,11
3103,832,Proposal,2023-09-30T00:00:00,,
3104,833,Prospecting,2024-11-18T00:00:00,2024-11-20T00:00:00,2
3105,833,Discovery,2024-11-20T00:00:00,2024-11-30T00:00:00,10
3106,833,Qualification,2024-11-30T00:00:00,2024-12-09T00:00:00,9
3107,833,Proposal,2024-12-09T00:00:00,2024-12-14T00:00:00,5
3108,833,Negotiation,2024-12-14T00:00:00,2024-12-22T00:00:00,8
3109,833,Closed Won,2024-12-22T00:00:00,2024-12-29T00:00:00,7
3110,833,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
3111,6,Prospecting,2024-02-20T00:00:00,,
3112,429,Prospecting,2023-10-15T00:00:00,2023-10-24T00:00:00,9
3113,429,Discovery,2023-10-24T00:00:00,2023-11-11T00:00:00,18
3114,429,Qualification,2023-11-11T00:00:00,,
3115,836,Prospecting,2022-11-20T00:00:00,2022-12-03T00:00:00,13
3116,836,Discovery,2022-12-03T00:00:00,2022-12-24T00:00:00,21
3117,836,Qualification,2022-12-24T00:00:00,2023-01-02T00:00:00,9
3118,836,Proposal,2023-01-02T00:00:00,,
3119,837,Prospecting,2024-12-07T00:00:00,2024-12-08T00:00:00,1
3120,837,Discovery,2024-12-08T00:00:00,2024-12-14T00:00:00,6
3121,837,Qualification,2024-12-14T00:00:00,2024-12-21T00:00:00,7
3122,837,Proposal,2024-12-21T00:00:00,2024-12-23T00:00:00,2
3123,837,Negotiation,2024-12-23T00:00:00,2024-12-26T00:00:00,3
3124,837,Closed Won,2024-12-26T00:00:00,2024-12-28T00:00:00,2
3125,837,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
3126,838,Prospecting,2022-11-19T00:00:00,2022-12-01T00:00:00,12
3127,838,Discovery,2022-12-01T00:00:00,,
3128,839,Prospecting,2023-10-03T00:00:00,2023-10-14T00:00:00,11
3129,839,Discovery,2023-10-14T00:00:00,2023-10-31T00:00:00,17
3130,839,Qualification,2023-10-31T00:00:00,,
3131,486,Prospecting,2021-10-15T00:00:00,2021-11-07T00:00:00,23
3132,486,Discovery,2021-11-07T00:00:00,2021-12-25T00:00:00,48
3133,486,Qualification,2021-12-25T00:00:00,2022-01-24T00:00:00,30
3134,486,Proposal,2022-01-24T00:00:00,2022-02-14T00:00:00,21
3135,486,Negotiation,2022-02-14T00:00:00,2022-03-22T00:00:00,36
3136,486,Closed Won,2022-03-22T00:00:00,2022-04-09T00:00:00,18
3137,486,Closed Lost,2022-04-09T00:00:00,2022-04-09T00:00:00,0
3138,841,Prospecting,2024-11-02T00:00:00,,
3139,842,Prospecting,2024-05-30T00:00:00,2024-07-01T00:00:00,32
3140,842,Discovery,2024-07-01T00:00:00,2024-07-19T00:00:00,18
3141,842,Qualification,2024-07-19T00:00:00,2024-08-01T00:00:00,13
3142,842,Proposal,2024-08-01T00:00:00,2024-08-23T00:00:00,22
3143,842,Negotiation,2024-08-23T00:00:00,2024-09-15T00:00:00,23
3144,842,Closed Won,2024-09-15T00:00:00,2024-09-15T00:00:00,0
3145,843,Prospecting,2022-04-06T00:00:00,,
3146,844,Prospecting,2024-11-05T00:00:00,2024-11-21T00:00:00,16
3147,844,Discovery,2024-11-21T00:00:00,,
3148,845,Prospecting,2023-11-07T00:00:00,2023-11-27T00:00:00,20
3149,845,Discovery,2023-11-27T00:00:00,2023-12-14T00:00:00,17
3150,845,Qualification,2023-12-14T00:00:00,,
3151,846,Prospecting,2024-06-19T00:00:00,,
3152,847,Prospecting,2024-11-01T00:00:00,2024-11-08T00:00:00,7
3153,847,Discovery,2024-11-08T00:00:00,,
3154,848,Prospecting,2023-07-04T00:00:00,2023-07-19T00:00:00,15
3155,848,Discovery,2023-07-19T00:00:00,,
3156,849,Prospecting,2023-08-09T00:00:00,2023-08-25T00:00:00,16
3157,849,Discovery,2023-08-25T00:00:00,2023-09-01T00:00:00,7
3158,849,Qualification,2023-09-01T00:00:00,,
3159,850,Prospecting,2024-12-25T00:00:00,2025-01-01T00:00:00,7
3160,850,Discovery,2025-01-01T00:00:00,,
3161,851,Prospecting,2024-11-01T00:00:00,2024-11-08T00:00:00,7
3162,851,Discovery,2024-11-08T00:00:00,2024-11-24T00:00:00,16
3163,851,Qualification,2024-11-24T00:00:00,2024-12-02T00:00:00,8
3164,851,Proposal,2024-12-02T00:00:00,2024-12-05T00:00:00,3
3165,851,Negotiation,2024-12-05T00:00:00,2024-12-17T00:00:00,12
3166,851,Closed Won,2024-12-17T00:00:00,2024-12-28T00:00:00,11
3167,851,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
3168,852,Prospecting,2021-08-04T00:00:00,,
3169,853,Prospecting,2024-10-24T00:00:00,2024-11-01T00:00:00,8
3170,853,Discovery,2024-11-01T00:00:00,2024-11-30T00:00:00,29
3171,853,Qualification,2024-11-30T00:00:00,,
3172,854,Prospecting,2021-12-08T00:00:00,2021-12-30T00:00:00,22
3173,854,Discovery,2021-12-30T00:00:00,2022-01-16T00:00:00,17
3174,854,Qualification,2022-01-16T00:00:00,2022-02-08T00:00:00,23
3175,854,Proposal,2022-02-08T00:00:00,2022-02-15T00:00:00,7
3176,854,Negotiation,2022-02-15T00:00:00,2022-03-25T00:00:00,38
3177,854,Closed Won,2022-03-25T00:00:00,2022-03-25T00:00:00,0
3178,855,Prospecting,2023-09-10T00:00:00,2023-09-17T00:00:00,7
3179,855,Discovery,2023-09-17T00:00:00,2023-10-08T00:00:00,21
3180,855,Qualification,2023-10-08T00:00:00,2023-10-21T00:00:00,13
3181,855,Proposal,2023-10-21T00:00:00,2023-11-01T00:00:00,11
3182,855,Negotiation,2023-11-01T00:00:00,2023-11-18T00:00:00,17
3183,855,Closed Won,2023-11-18T00:00:00,2023-11-18T00:00:00,0
3184,856,Prospecting,2021-08-26T00:00:00,2021-09-06T00:00:00,11
3185,856,Discovery,2021-09-06T00:00:00,2021-09-18T00:00:00,12
3186,856,Qualification,2021-09-18T00:00:00,,
3187,857,Prospecting,2024-07-02T00:00:00,2024-07-14T00:00:00,12
3188,857,Discovery,2024-07-14T00:00:00,,
3189,858,Prospecting,2023-10-05T00:00:00,2023-10-13T00:00:00,8
3190,858,Discovery,2023-10-13T00:00:00,2023-10-29T00:00:00,16
3191,858,Qualification,2023-10-29T00:00:00,,
3192,859,Prospecting,2024-09-05T00:00:00,2024-09-20T00:00:00,15
3193,859,Discovery,2024-09-20T00:00:00,,
3194,860,Prospecting,2022-09-16T00:00:00,2022-10-10T00:00:00,24
3195,860,Discovery,2022-10-10T00:00:00,2022-11-24T00:00:00,45
3196,860,Qualification,2022-11-24T00:00:00,2022-12-22T00:00:00,28
3197,860,Proposal,2022-12-22T00:00:00,2023-01-03T00:00:00,12
3198,860,Negotiation,2023-01-03T00:00:00,2023-02-20T00:00:00,48
3199,860,Closed Won,2023-02-20T00:00:00,2023-02-20T00:00:00,0
3200,861,Prospecting,2024-05-10T00:00:00,2024-05-11T00:00:00,1
3201,861,Discovery,2024-05-11T00:00:00,2024-05-13T00:00:00,2
3202,861,Qualification,2024-05-13T00:00:00,2024-05-15T00:00:00,2
3203,861,Proposal,2024-05-15T00:00:00,2024-05-16T00:00:00,1
3204,861,Negotiation,2024-05-16T00:00:00,2024-05-18T00:00:00,2
3205,861,Closed Won,2024-05-18T00:00:00,2024-05-18T00:00:00,0
3206,862,Prospecting,2024-12-20T00:00:00,2024-12-27T00:00:00,7
3207,862,Discovery,2024-12-27T00:00:00,2025-01-24T00:00:00,28
3208,862,Qualification,2025-01-24T00:00:00,,
3209,863,Prospecting,2024-09-29T00:00:00,2024-10-06T00:00:00,7
3210,863,Discovery,2024-10-06T00:00:00,2024-10-25T00:00:00,19
3211,863,Qualification,2024-10-25T00:00:00,2024-11-15T00:00:00,21
3212,863,Proposal,2024-11-15T00:00:00,2024-11-28T00:00:00,13
3213,863,Negotiation,2024-11-28T00:00:00,2024-12-17T00:00:00,19
3214,863,Closed Won,2024-12-17T00:00:00,2024-12-28T00:00:00,11
3215,863,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
3216,864,Prospecting,2024-12-27T00:00:00,2024-12-28T00:00:00,1
3217,864,Discovery,2024-12-28T00:00:00,2024-12-29T00:00:00,1
3218,864,Qualification,2024-12-29T00:00:00,2024-12-30T00:00:00,1
3219,864,Proposal,2024-12-30T00:00:00,2024-12-31T00:00:00,1
3220,864,Negotiation,2024-12-31T00:00:00,2025-01-01T00:00:00,1
3221,864,Closed Won,2025-01-01T00:00:00,2025-01-02T00:00:00,1
3222,864,Closed Lost,2025-01-02T00:00:00,2025-01-02T00:00:00,0
3223,865,Prospecting,2021-04-22T00:00:00,,
3224,866,Prospecting,2023-11-16T00:00:00,2023-12-06T00:00:00,20
3225,866,Discovery,2023-12-06T00:00:00,2023-12-18T00:00:00,12
3226,866,Qualification,2023-12-18T00:00:00,2023-12-30T00:00:00,12
3227,866,Proposal,2023-12-30T00:00:00,,
3228,867,Prospecting,2024-12-30T00:00:00,2025-01-08T00:00:00,9
3229,867,Discovery,2025-01-08T00:00:00,2025-01-31T00:00:00,23
3230,867,Qualification,2025-01-31T00:00:00,,
3231,868,Prospecting,2024-04-26T00:00:00,2024-05-07T00:00:00,11
3232,868,Discovery,2024-05-07T00:00:00,,
3233,869,Prospecting,2023-03-03T00:00:00,2023-03-17T00:00:00,14
3234,869,Discovery,2023-03-17T00:00:00,2023-03-28T00:00:00,11
3235,869,Qualification,2023-03-28T00:00:00,2023-04-18T00:00:00,21
3236,869,Proposal,2023-04-18T00:00:00,,
3237,870,Prospecting,2023-12-12T00:00:00,2023-12-24T00:00:00,12
3238,870,Discovery,2023-12-24T00:00:00,2024-01-09T00:00:00,16
3239,870,Qualification,2024-01-09T00:00:00,,
3240,871,Prospecting,2024-05-05T00:00:00,2024-05-18T00:00:00,13
3241,871,Discovery,2024-05-18T00:00:00,2024-06-23T00:00:00,36
3242,871,Qualification,2024-06-23T00:00:00,2024-07-14T00:00:00,21
3243,871,Proposal,2024-07-14T00:00:00,2024-07-28T00:00:00,14
3244,871,Negotiation,2024-07-28T00:00:00,2024-08-09T00:00:00,12
3245,871,Closed Won,2024-08-09T00:00:00,2024-09-08T00:00:00,30
3246,871,Closed Lost,2024-09-08T00:00:00,2024-09-08T00:00:00,0
3247,872,Prospecting,2024-10-06T00:00:00,2024-10-19T00:00:00,13
3248,872,Discovery,2024-10-19T00:00:00,2024-11-03T00:00:00,15
3249,872,Qualification,2024-11-03T00:00:00,,
3250,873,Prospecting,2023-05-03T00:00:00,,
3251,874,Prospecting,2024-04-02T00:00:00,2024-04-18T00:00:00,16
3252,874,Discovery,2024-04-18T00:00:00,,
3253,875,Prospecting,2023-05-08T00:00:00,2023-05-25T00:00:00,17
3254,875,Discovery,2023-05-25T00:00:00,2023-06-29T00:00:00,35
3255,875,Qualification,2023-06-29T00:00:00,2023-07-08T00:00:00,9
3256,875,Proposal,2023-07-08T00:00:00,2023-07-26T00:00:00,18
3257,875,Negotiation,2023-07-26T00:00:00,2023-08-07T00:00:00,12
3258,875,Closed Won,2023-08-07T00:00:00,2023-08-20T00:00:00,13
3259,875,Closed Lost,2023-08-20T00:00:00,2023-08-20T00:00:00,0
3260,876,Prospecting,2024-10-17T00:00:00,2024-10-27T00:00:00,10
3261,876,Discovery,2024-10-27T00:00:00,,
3262,877,Prospecting,2024-10-15T00:00:00,,
3263,878,Prospecting,2024-08-13T00:00:00,2024-08-20T00:00:00,7
3264,878,Discovery,2024-08-20T00:00:00,2024-09-09T00:00:00,20
3265,878,Qualification,2024-09-09T00:00:00,2024-09-27T00:00:00,18
3266,878,Proposal,2024-09-27T00:00:00,,
3267,879,Prospecting,2023-08-17T00:00:00,2023-08-28T00:00:00,11
3268,879,Discovery,2023-08-28T00:00:00,2023-09-16T00:00:00,19
3269,879,Qualification,2023-09-16T00:00:00,2023-10-01T00:00:00,15
3270,879,Proposal,2023-10-01T00:00:00,2023-10-13T00:00:00,12
3271,879,Negotiation,2023-10-13T00:00:00,,
3272,880,Prospecting,2024-06-12T00:00:00,,
3273,881,Prospecting,2024-12-12T00:00:00,,
3274,882,Prospecting,2022-09-26T00:00:00,2022-10-13T00:00:00,17
3275,882,Discovery,2022-10-13T00:00:00,2022-10-20T00:00:00,7
3276,882,Qualification,2022-10-20T00:00:00,2022-11-14T00:00:00,25
3277,882,Proposal,2022-11-14T00:00:00,2022-11-26T00:00:00,12
3278,882,Negotiation,2022-11-26T00:00:00,2022-12-26T00:00:00,30
3279,882,Closed Won,2022-12-26T00:00:00,2023-01-20T00:00:00,25
3280,882,Closed Lost,2023-01-20T00:00:00,2023-01-20T00:00:00,0
3281,883,Prospecting,2022-12-08T00:00:00,2022-12-13T00:00:00,5
3282,883,Discovery,2022-12-13T00:00:00,2023-01-10T00:00:00,28
3283,883,Qualification,2023-01-10T00:00:00,2023-01-16T00:00:00,6
3284,883,Proposal,2023-01-16T00:00:00,2023-01-25T00:00:00,9
3285,883,Negotiation,2023-01-25T00:00:00,,
3286,884,Prospecting,2023-08-22T00:00:00,2023-09-05T00:00:00,14
3287,884,Discovery,2023-09-05T00:00:00,2023-09-17T00:00:00,12
3288,884,Qualification,2023-09-17T00:00:00,2023-09-24T00:00:00,7
3289,884,Proposal,2023-09-24T00:00:00,2023-09-29T00:00:00,5
3290,884,Negotiation,2023-09-29T00:00:00,2023-10-10T00:00:00,11
3291,884,Closed Won,2023-10-10T00:00:00,2023-10-10T00:00:00,0
3292,885,Prospecting,2024-10-27T00:00:00,,
3293,886,Prospecting,2024-06-15T00:00:00,2024-07-02T00:00:00,17
3294,886,Discovery,2024-07-02T00:00:00,,
3295,887,Prospecting,2021-11-25T00:00:00,,
3296,888,Prospecting,2024-06-01T00:00:00,2024-06-14T00:00:00,13
3297,888,Discovery,2024-06-14T00:00:00,2024-07-12T00:00:00,28
3298,888,Qualification,2024-07-12T00:00:00,2024-07-31T00:00:00,19
3299,888,Proposal,2024-07-31T00:00:00,2024-08-18T00:00:00,18
3300,888,Negotiation,2024-08-18T00:00:00,2024-08-26T00:00:00,8
3301,888,Closed Won,2024-08-26T00:00:00,2024-09-15T00:00:00,20
3302,888,Closed Lost,2024-09-15T00:00:00,2024-09-15T00:00:00,0
3303,889,Prospecting,2024-08-10T00:00:00,2024-08-26T00:00:00,16
3304,889,Discovery,2024-08-26T00:00:00,2024-09-13T00:00:00,18
3305,889,Qualification,2024-09-13T00:00:00,,
3306,890,Prospecting,2024-09-20T00:00:00,2024-10-06T00:00:00,16
3307,890,Discovery,2024-10-06T00:00:00,2024-10-30T00:00:00,24
3308,890,Qualification,2024-10-30T00:00:00,2024-11-04T00:00:00,5
3309,890,Proposal,2024-11-04T00:00:00,,
3310,891,Prospecting,2022-03-06T00:00:00,2022-03-15T00:00:00,9
3311,891,Discovery,2022-03-15T00:00:00,2022-04-05T00:00:00,21
3312,891,Qualification,2022-04-05T00:00:00,2022-04-18T00:00:00,13
3313,891,Proposal,2022-04-18T00:00:00,,
3314,892,Prospecting,2024-11-12T00:00:00,2024-12-01T00:00:00,19
3315,892,Discovery,2024-12-01T00:00:00,,
3316,893,Prospecting,2021-01-18T00:00:00,2021-01-27T00:00:00,9
3317,893,Discovery,2021-01-27T00:00:00,2021-01-31T00:00:00,4
3318,893,Qualification,2021-01-31T00:00:00,2021-02-08T00:00:00,8
3319,893,Proposal,2021-02-08T00:00:00,2021-02-16T00:00:00,8
3320,893,Negotiation,2021-02-16T00:00:00,2021-03-07T00:00:00,19
3321,893,Closed Won,2021-03-07T00:00:00,2021-03-07T00:00:00,0
3322,894,Prospecting,2024-12-27T00:00:00,2025-01-10T00:00:00,14
3323,894,Discovery,2025-01-10T00:00:00,2025-02-06T00:00:00,27
3324,894,Qualification,2025-02-06T00:00:00,2025-02-11T00:00:00,5
3325,894,Proposal,2025-02-11T00:00:00,,
3326,895,Prospecting,2021-02-26T00:00:00,2021-03-15T00:00:00,17
3327,895,Discovery,2021-03-15T00:00:00,2021-04-05T00:00:00,21
3328,895,Qualification,2021-04-05T00:00:00,,
3329,896,Prospecting,2024-03-26T00:00:00,2024-04-08T00:00:00,13
3330,896,Discovery,2024-04-08T00:00:00,2024-04-28T00:00:00,20
3331,896,Qualification,2024-04-28T00:00:00,2024-05-11T00:00:00,13
3332,896,Proposal,2024-05-11T00:00:00,,
3333,897,Prospecting,2024-12-25T00:00:00,2024-12-29T00:00:00,4
3334,897,Discovery,2024-12-29T00:00:00,,
3335,898,Prospecting,2021-01-05T00:00:00,2021-01-21T00:00:00,16
3336,898,Discovery,2021-01-21T00:00:00,2021-02-05T00:00:00,15
3337,898,Qualification,2021-02-05T00:00:00,,
3338,899,Prospecting,2022-09-18T00:00:00,2022-09-27T00:00:00,9
3339,899,Discovery,2022-09-27T00:00:00,2022-10-21T00:00:00,24
3340,899,Qualification,2022-10-21T00:00:00,2022-11-04T00:00:00,14
3341,899,Proposal,2022-11-04T00:00:00,2022-11-11T00:00:00,7
3342,899,Negotiation,2022-11-11T00:00:00,,
3343,900,Prospecting,2024-11-16T00:00:00,2024-11-24T00:00:00,8
3344,900,Discovery,2024-11-24T00:00:00,2024-11-30T00:00:00,6
3345,900,Qualification,2024-11-30T00:00:00,2024-12-13T00:00:00,13
3346,900,Proposal,2024-12-13T00:00:00,2024-12-19T00:00:00,6
3347,900,Negotiation,2024-12-19T00:00:00,2024-12-23T00:00:00,4
3348,900,Closed Won,2024-12-23T00:00:00,2024-12-29T00:00:00,6
3349,900,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
3350,901,Prospecting,2023-03-03T00:00:00,2023-03-23T00:00:00,20
3351,901,Discovery,2023-03-23T00:00:00,2023-04-08T00:00:00,16
3352,901,Qualification,2023-04-08T00:00:00,,
3353,902,Prospecting,2024-08-11T00:00:00,,
3354,903,Prospecting,2024-07-30T00:00:00,2024-08-20T00:00:00,21
3355,903,Discovery,2024-08-20T00:00:00,2024-09-06T00:00:00,17
3356,903,Qualification,2024-09-06T00:00:00,,
3357,904,Prospecting,2024-11-08T00:00:00,2024-11-13T00:00:00,5
3358,904,Discovery,2024-11-13T00:00:00,2024-12-08T00:00:00,25
3359,904,Qualification,2024-12-08T00:00:00,2024-12-17T00:00:00,9
3360,904,Proposal,2024-12-17T00:00:00,,
3361,905,Prospecting,2024-09-09T00:00:00,2024-09-25T00:00:00,16
3362,905,Discovery,2024-09-25T00:00:00,2024-10-17T00:00:00,22
3363,905,Qualification,2024-10-17T00:00:00,2024-11-10T00:00:00,24
3364,905,Proposal,2024-11-10T00:00:00,2024-11-17T00:00:00,7
3365,905,Negotiation,2024-11-17T00:00:00,2024-12-07T00:00:00,20
3366,905,Closed Won,2024-12-07T00:00:00,2024-12-14T00:00:00,7
3367,905,Closed Lost,2024-12-14T00:00:00,2024-12-14T00:00:00,0
3368,906,Prospecting,2024-11-19T00:00:00,2024-11-21T00:00:00,2
3369,906,Discovery,2024-11-21T00:00:00,2024-12-02T00:00:00,11
3370,906,Qualification,2024-12-02T00:00:00,2024-12-10T00:00:00,8
3371,906,Proposal,2024-12-10T00:00:00,2024-12-15T00:00:00,5
3372,906,Negotiation,2024-12-15T00:00:00,2024-12-26T00:00:00,11
3373,906,Closed Won,2024-12-26T00:00:00,2024-12-29T00:00:00,3
3374,906,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
3375,907,Prospecting,2024-12-09T00:00:00,,
3376,908,Prospecting,2024-12-04T00:00:00,2024-12-11T00:00:00,7
3377,908,Discovery,2024-12-11T00:00:00,2024-12-30T00:00:00,19
3378,908,Qualification,2024-12-30T00:00:00,,
3379,909,Prospecting,2024-12-11T00:00:00,2024-12-14T00:00:00,3
3380,909,Discovery,2024-12-14T00:00:00,2024-12-18T00:00:00,4
3381,909,Qualification,2024-12-18T00:00:00,2024-12-20T00:00:00,2
3382,909,Proposal,2024-12-20T00:00:00,2024-12-22T00:00:00,2
3383,909,Negotiation,2024-12-22T00:00:00,2024-12-26T00:00:00,4
3384,909,Closed Won,2024-12-26T00:00:00,2024-12-29T00:00:00,3
3385,909,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
3386,910,Prospecting,2023-07-10T00:00:00,2023-07-20T00:00:00,10
3387,910,Discovery,2023-07-20T00:00:00,,
3388,911,Prospecting,2024-09-07T00:00:00,2024-09-13T00:00:00,6
3389,911,Discovery,2024-09-13T00:00:00,2024-10-13T00:00:00,30
3390,911,Qualification,2024-10-13T00:00:00,2024-11-09T00:00:00,27
3391,911,Proposal,2024-11-09T00:00:00,2024-11-16T00:00:00,7
3392,911,Negotiation,2024-11-16T00:00:00,2024-12-16T00:00:00,30
3393,911,Closed Won,2024-12-16T00:00:00,2024-12-27T00:00:00,11
3394,911,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
3395,912,Prospecting,2021-06-08T00:00:00,,
3396,913,Prospecting,2024-12-03T00:00:00,2024-12-04T00:00:00,1
3397,913,Discovery,2024-12-04T00:00:00,2024-12-09T00:00:00,5
3398,913,Qualification,2024-12-09T00:00:00,2024-12-14T00:00:00,5
3399,913,Proposal,2024-12-14T00:00:00,2024-12-16T00:00:00,2
3400,913,Negotiation,2024-12-16T00:00:00,2024-12-23T00:00:00,7
3401,913,Closed Won,2024-12-23T00:00:00,2024-12-28T00:00:00,5
3402,913,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
3403,914,Prospecting,2022-04-05T00:00:00,2022-04-12T00:00:00,7
3404,914,Discovery,2022-04-12T00:00:00,2022-04-17T00:00:00,5
3405,914,Qualification,2022-04-17T00:00:00,2022-04-22T00:00:00,5
3406,914,Proposal,2022-04-22T00:00:00,2022-04-24T00:00:00,2
3407,914,Negotiation,2022-04-24T00:00:00,2022-05-01T00:00:00,7
3408,914,Closed Won,2022-05-01T00:00:00,2022-05-09T00:00:00,8
3409,914,Closed Lost,2022-05-09T00:00:00,2022-05-09T00:00:00,0
3410,915,Prospecting,2024-09-27T00:00:00,2024-10-11T00:00:00,14
3411,915,Discovery,2024-10-11T00:00:00,2024-11-01T00:00:00,21
3412,915,Qualification,2024-11-01T00:00:00,2024-11-09T00:00:00,8
3413,915,Proposal,2024-11-09T00:00:00,2024-11-13T00:00:00,4
3414,915,Negotiation,2024-11-13T00:00:00,,
3415,916,Prospecting,2024-10-04T00:00:00,2024-10-13T00:00:00,9
3416,916,Discovery,2024-10-13T00:00:00,2024-11-02T00:00:00,20
3417,916,Qualification,2024-11-02T00:00:00,2024-11-11T00:00:00,9
3418,916,Proposal,2024-11-11T00:00:00,2024-11-20T00:00:00,9
3419,916,Negotiation,2024-11-20T00:00:00,,
3420,917,Prospecting,2024-10-09T00:00:00,2024-10-24T00:00:00,15
3421,917,Discovery,2024-10-24T00:00:00,2024-11-06T00:00:00,13
3422,917,Qualification,2024-11-06T00:00:00,2024-11-24T00:00:00,18
3423,917,Proposal,2024-11-24T00:00:00,2024-11-26T00:00:00,2
3424,917,Negotiation,2024-11-26T00:00:00,2024-12-17T00:00:00,21
3425,917,Closed Won,2024-12-17T00:00:00,2024-12-28T00:00:00,11
3426,917,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
3427,918,Prospecting,2022-07-28T00:00:00,2022-08-04T00:00:00,7
3428,918,Discovery,2022-08-04T00:00:00,2022-08-24T00:00:00,20
3429,918,Qualification,2022-08-24T00:00:00,2022-09-08T00:00:00,15
3430,918,Proposal,2022-09-08T00:00:00,2022-09-14T00:00:00,6
3431,918,Negotiation,2022-09-14T00:00:00,2022-09-30T00:00:00,16
3432,918,Closed Won,2022-09-30T00:00:00,2022-10-09T00:00:00,9
3433,918,Closed Lost,2022-10-09T00:00:00,2022-10-09T00:00:00,0
3434,919,Prospecting,2024-11-17T00:00:00,2024-11-23T00:00:00,6
3435,919,Discovery,2024-11-23T00:00:00,2024-11-29T00:00:00,6
3436,919,Qualification,2024-11-29T00:00:00,2024-12-09T00:00:00,10
3437,919,Proposal,2024-12-09T00:00:00,2024-12-12T00:00:00,3
3438,919,Negotiation,2024-12-12T00:00:00,2024-12-19T00:00:00,7
3439,919,Closed Won,2024-12-19T00:00:00,2024-12-19T00:00:00,0
3440,920,Prospecting,2023-09-04T00:00:00,2023-09-13T00:00:00,9
3441,920,Discovery,2023-09-13T00:00:00,2023-09-29T00:00:00,16
3442,920,Qualification,2023-09-29T00:00:00,2023-10-11T00:00:00,12
3443,920,Proposal,2023-10-11T00:00:00,2023-10-16T00:00:00,5
3444,920,Negotiation,2023-10-16T00:00:00,2023-10-29T00:00:00,13
3445,920,Closed Won,2023-10-29T00:00:00,2023-11-06T00:00:00,8
3446,920,Closed Lost,2023-11-06T00:00:00,2023-11-06T00:00:00,0
3447,921,Prospecting,2024-11-12T00:00:00,,
3448,922,Prospecting,2023-08-16T00:00:00,2023-09-03T00:00:00,18
3449,922,Discovery,2023-09-03T00:00:00,2023-09-25T00:00:00,22
3450,922,Qualification,2023-09-25T00:00:00,2023-10-04T00:00:00,9
3451,922,Proposal,2023-10-04T00:00:00,2023-10-18T00:00:00,14
3452,922,Negotiation,2023-10-18T00:00:00,,
3453,923,Prospecting,2024-12-02T00:00:00,,
3454,924,Prospecting,2024-12-07T00:00:00,2024-12-23T00:00:00,16
3455,924,Discovery,2024-12-23T00:00:00,2025-01-13T00:00:00,21
3456,924,Qualification,2025-01-13T00:00:00,,
3457,925,Prospecting,2022-12-06T00:00:00,2022-12-13T00:00:00,7
3458,925,Discovery,2022-12-13T00:00:00,2023-01-13T00:00:00,31
3459,925,Qualification,2023-01-13T00:00:00,2023-01-23T00:00:00,10
3460,925,Proposal,2023-01-23T00:00:00,2023-02-06T00:00:00,14
3461,925,Negotiation,2023-02-06T00:00:00,,
3462,926,Prospecting,2024-05-26T00:00:00,,
3463,927,Prospecting,2020-10-28T00:00:00,2020-11-12T00:00:00,15
3464,927,Discovery,2020-11-12T00:00:00,,
3465,928,Prospecting,2024-08-26T00:00:00,2024-09-08T00:00:00,13
3466,928,Discovery,2024-09-08T00:00:00,2024-09-24T00:00:00,16
3467,928,Qualification,2024-09-24T00:00:00,,
3468,929,Prospecting,2024-05-18T00:00:00,2024-05-26T00:00:00,8
3469,929,Discovery,2024-05-26T00:00:00,,
3470,930,Prospecting,2024-10-12T00:00:00,2024-10-28T00:00:00,16
3471,930,Discovery,2024-10-28T00:00:00,,
3472,931,Prospecting,2024-08-14T00:00:00,2024-08-16T00:00:00,2
3473,931,Discovery,2024-08-16T00:00:00,2024-08-23T00:00:00,7
3474,931,Qualification,2024-08-23T00:00:00,2024-08-30T00:00:00,7
3475,931,Proposal,2024-08-30T00:00:00,2024-09-05T00:00:00,6
3476,931,Negotiation,2024-09-05T00:00:00,2024-09-17T00:00:00,12
3477,931,Closed Won,2024-09-17T00:00:00,2024-09-22T00:00:00,5
3478,931,Closed Lost,2024-09-22T00:00:00,2024-09-22T00:00:00,0
3479,932,Prospecting,2023-07-26T00:00:00,2023-08-06T00:00:00,11
3480,932,Discovery,2023-08-06T00:00:00,2023-08-25T00:00:00,19
3481,932,Qualification,2023-08-25T00:00:00,2023-09-07T00:00:00,13
3482,932,Proposal,2023-09-07T00:00:00,2023-09-17T00:00:00,10
3483,932,Negotiation,2023-09-17T00:00:00,,
