contact_role_id,contact_id,opp_id,role,is_primary
2087,1455,1374,Economic Buyer,True
2088,329,1374,Champion,True
2089,1980,1374,Technical Evaluator,False
2090,2257,1375,Economic Buyer,True
2091,1897,1375,Technical Evaluator,False
2092,1391,1376,Blocker,False
2093,2358,1377,Blocker,False
2094,2861,1377,End User,False
2095,2082,1378,Coach,False
2096,2601,1379,End User,False
2097,1712,1380,Executive Sponsor,True
2098,278,1380,Economic Buyer,True
2099,940,1380,End User,False
2100,1530,1381,Champion,True
2101,2898,1381,Technical Evaluator,False
2102,1516,1381,Legal Reviewer,False
2103,723,1382,Technical Evaluator,False
2104,1568,1383,Technical Evaluator,False
2105,471,1383,Coach,False
2106,2162,1384,Economic Buyer,True
2107,1166,1385,End User,False
2108,687,1386,Technical Evaluator,False
2109,1987,1386,Economic Buyer,True
2110,1017,1388,End User,False
2111,2092,1388,Executive Sponsor,True
2112,1983,1389,Technical Evaluator,False
2113,2885,1390,End User,False
2114,2289,1391,Blocker,False
2115,838,1391,Executive Sponsor,True
2116,190,1392,Champion,True
2117,2937,1392,Coach,False
2118,2078,1392,End User,False
2119,779,1394,Champion,True
2120,146,1395,Executive Sponsor,True
2121,2584,1396,Economic Buyer,True
2122,1780,1397,Technical Evaluator,False
2123,1054,1398,Champion,True
2124,996,1399,Champion,True
2125,1023,1399,Coach,False
2126,1567,1400,Blocker,False
2127,707,1400,Technical Evaluator,False
2128,2427,1401,Economic Buyer,True
2129,386,1401,Technical Evaluator,False
2130,9,1402,Technical Evaluator,False
2131,2430,1404,Champion,True
2132,2257,1405,Champion,True
2133,1303,1405,Economic Buyer,True
2134,96,1406,Legal Reviewer,False
2135,460,1407,Champion,True
2136,489,1408,Technical Evaluator,False
2137,342,1408,Executive Sponsor,True
2138,441,1409,Technical Evaluator,False
2139,3000,1410,Champion,True
2140,747,1411,Technical Evaluator,False
2141,1077,1414,Technical Evaluator,False
2142,1638,1414,Economic Buyer,True
2143,495,1415,Legal Reviewer,False
2144,2604,1415,Economic Buyer,True
2145,827,1416,Blocker,False
2146,867,1417,Champion,True
2147,2569,1418,Champion,True
2148,717,1419,Blocker,False
2149,748,1420,Champion,True
2150,1960,1421,End User,False
2151,258,1422,Economic Buyer,True
2152,2197,1423,Champion,True
2153,227,1423,End User,False
2154,906,1424,Executive Sponsor,True
2155,563,1425,End User,False
2156,446,1425,Legal Reviewer,False
2157,2227,1425,Economic Buyer,True
2158,1489,1426,Champion,True
2159,1965,1426,Economic Buyer,True
2160,1381,1427,Blocker,False
2161,71,1427,Coach,False
2162,1689,1427,Economic Buyer,True
2163,995,1429,Blocker,False
2164,1168,1429,End User,False
2165,2045,1429,Technical Evaluator,False
2166,2386,1430,End User,False
2167,1405,1431,End User,False
2168,2132,1432,Technical Evaluator,False
2169,742,1433,Blocker,False
2170,2015,1433,Economic Buyer,True
2171,2995,1434,End User,False
2172,2135,1435,Blocker,False
2173,2590,1435,Technical Evaluator,False
2174,2721,1436,End User,False
2175,596,1437,Champion,True
2176,2691,1438,Legal Reviewer,False
2177,2011,1439,Coach,False
2178,2658,1439,End User,False
2179,285,1441,Economic Buyer,True
2180,469,1441,Technical Evaluator,False
2181,2178,1441,Blocker,False
2182,2113,1442,End User,False
2183,1693,1442,Champion,True
2184,2236,1443,Technical Evaluator,False
2185,986,1445,Executive Sponsor,True
2186,2735,1445,End User,False
2187,2014,1446,Champion,True
2188,1449,1446,Blocker,False
2189,815,1447,Technical Evaluator,False
2190,2645,1448,Economic Buyer,True
2191,2900,1449,Coach,False
2192,1671,1450,Executive Sponsor,True
2193,1000,1451,Technical Evaluator,False
2194,767,1451,Legal Reviewer,False
2195,2439,1452,Economic Buyer,True
2196,167,1452,Champion,True
2197,790,1453,Legal Reviewer,False
2198,1016,1454,Coach,False
2199,665,1454,Champion,True
2200,1692,1455,Champion,True
2201,2456,1456,Executive Sponsor,True
2202,2787,1457,Champion,True
2203,2125,1458,Executive Sponsor,True
2204,2767,1459,Champion,True
2205,405,1460,Champion,True
2206,1986,1460,End User,False
2207,540,1460,Economic Buyer,True
2208,2158,1461,Technical Evaluator,False
2209,2525,1461,Economic Buyer,True
2210,1999,1461,Champion,True
2211,830,1462,Economic Buyer,True
2212,1088,1463,Economic Buyer,True
2213,422,1464,Champion,True
2214,561,1465,Economic Buyer,True
2215,1544,1466,Technical Evaluator,False
2216,2542,1467,Technical Evaluator,False
2217,1124,1468,Blocker,False
2218,915,1468,End User,False
2219,645,1468,Champion,True
2220,2543,1468,Executive Sponsor,True
2221,195,1469,Technical Evaluator,False
2222,341,1469,Coach,False
2223,1680,1470,End User,False
2224,1835,1470,Technical Evaluator,False
2225,380,1471,End User,False
2226,2843,1471,Champion,True
2227,909,1472,Technical Evaluator,False
2228,2001,1473,Champion,True
2229,2584,1474,End User,False
2230,1364,1475,Technical Evaluator,False
2231,1336,1475,Champion,True
2232,2552,186,Economic Buyer,True
2233,2608,1477,Champion,True
2234,1655,1478,Economic Buyer,True
2235,1399,1479,End User,False
2236,2894,1479,Executive Sponsor,True
2237,1673,1479,Economic Buyer,True
2238,1482,816,Champion,True
2239,858,816,Economic Buyer,True
2240,872,816,End User,False
2241,1924,1481,Champion,True
2242,2984,1482,End User,False
2243,1409,1482,Champion,True
2244,1597,1483,End User,False
2245,1329,1483,Champion,True
2246,2907,1484,Champion,True
2247,2728,1484,End User,False
2248,2746,1485,Coach,False
2249,656,1485,End User,False
2250,502,1486,Economic Buyer,True
2251,2167,1487,Coach,False
2252,149,1487,Technical Evaluator,False
2253,2424,1488,Coach,False
2254,1057,1488,Economic Buyer,True
2255,1557,1488,Champion,True
2256,2733,1489,End User,False
2257,463,1489,Executive Sponsor,True
2258,1270,1489,Technical Evaluator,False
2259,309,1489,Economic Buyer,True
2260,1196,1491,Technical Evaluator,False
2261,2540,1491,Champion,True
2262,1528,1492,Legal Reviewer,False
2263,2655,1492,Champion,True
2264,1009,1492,End User,False
2265,71,1493,Technical Evaluator,False
2266,1689,1493,Economic Buyer,True
2267,1381,1493,Blocker,False
2268,1072,1494,Technical Evaluator,False
2269,428,1494,Champion,True
2270,625,1495,Champion,True
2271,2486,1496,Champion,True
2272,2001,1498,Technical Evaluator,False
2273,888,1498,End User,False
2274,132,1499,End User,False
2275,590,1500,Technical Evaluator,False
2276,1969,1500,Champion,True
2277,1871,1501,Champion,True
2278,1864,1502,Economic Buyer,True
2279,74,1503,Blocker,False
2280,1650,1504,Economic Buyer,True
2281,1472,1505,End User,False
2282,2847,1505,Champion,True
2283,1407,1506,Technical Evaluator,False
2284,875,1506,End User,False
2285,2511,1507,Technical Evaluator,False
2286,2128,1508,End User,False
2287,2049,1509,Technical Evaluator,False
2288,442,1509,End User,False
2289,1683,1510,Coach,False
2290,522,1511,Economic Buyer,True
2291,1579,1512,Coach,False
2292,608,1512,Champion,True
2293,2398,1513,Technical Evaluator,False
2294,2734,1514,Technical Evaluator,False
2295,661,1514,End User,False
2296,2596,1515,End User,False
2297,541,1516,Technical Evaluator,False
2298,726,1517,End User,False
2299,424,1518,End User,False
2300,1686,1518,Technical Evaluator,False
2301,1230,1519,Executive Sponsor,True
2302,2060,1519,End User,False
2303,1687,1519,Champion,True
2304,1929,1520,Champion,True
2305,2797,1520,Technical Evaluator,False
2306,1117,1521,Champion,True
2307,1983,1522,Champion,True
2308,1553,1523,Technical Evaluator,False
2309,2110,1523,End User,False
2310,2478,1524,Legal Reviewer,False
2311,2138,1525,Champion,True
2312,2057,1526,End User,False
2313,817,1527,Technical Evaluator,False
2314,2129,1528,End User,False
2315,2850,1529,Champion,True
2316,1456,1530,End User,False
2317,1107,1531,Champion,True
2318,1171,1532,Champion,True
2319,561,1533,Champion,True
2320,1080,1534,Coach,False
2321,1588,1534,Technical Evaluator,False
2322,1019,1535,Coach,False
2323,69,1535,Blocker,False
2324,67,1536,Executive Sponsor,True
2325,1785,1536,Champion,True
2326,1076,1537,Coach,False
2327,2330,1537,Economic Buyer,True
2328,1908,1537,End User,False
2329,1240,1539,Economic Buyer,True
2330,1369,1540,Executive Sponsor,True
2331,1097,1541,Economic Buyer,True
2332,1127,1542,Technical Evaluator,False
2333,1247,1543,Champion,True
2334,1719,1544,Executive Sponsor,True
2335,63,1544,Technical Evaluator,False
2336,2976,1546,Champion,True
2337,2539,1547,Economic Buyer,True
2338,1457,1547,Champion,True
2339,130,1547,Technical Evaluator,False
2340,1971,1547,Coach,False
2341,1179,1548,Economic Buyer,True
2342,707,1548,Technical Evaluator,False
2343,1571,1550,Economic Buyer,True
2344,250,1551,Champion,True
2345,2670,1552,Economic Buyer,True
2346,1614,1552,Technical Evaluator,False
2347,2146,1553,Technical Evaluator,False
2348,2279,1553,Champion,True
2349,459,1379,Technical Evaluator,False
2350,2352,1555,Executive Sponsor,True
2351,575,1556,Coach,False
2352,1004,1556,Champion,True
2353,1003,1557,Technical Evaluator,False
2354,2046,1558,Technical Evaluator,False
2355,1886,1559,Blocker,False
2356,2365,1560,Technical Evaluator,False
2357,1960,1561,Blocker,False
2358,2187,1561,Legal Reviewer,False
2359,25,1561,Technical Evaluator,False
2360,2935,1561,Champion,True
2361,932,1562,End User,False
2362,2134,1562,Executive Sponsor,True
2363,2773,1563,Champion,True
2364,2402,1563,Blocker,False
2365,2603,1564,Economic Buyer,True
2366,2624,1564,Champion,True
2367,2206,1566,Blocker,False
2368,1135,1567,Economic Buyer,True
2369,2885,1568,End User,False
2370,492,1570,End User,False
2371,604,1571,End User,False
2372,1382,1572,End User,False
2373,1485,1572,Champion,True
2374,2787,1573,Technical Evaluator,False
2375,149,1574,End User,False
2376,1024,1575,Coach,False
2377,1651,1575,End User,False
2378,2476,1576,Economic Buyer,True
2379,1018,1576,Coach,False
2380,2871,1577,Champion,True
2381,85,1578,Legal Reviewer,False
2382,1366,1579,Technical Evaluator,False
2383,2710,1580,Executive Sponsor,True
2384,198,1580,Technical Evaluator,False
2385,1788,1581,Coach,False
2386,1886,1582,Economic Buyer,True
2387,2745,1582,Legal Reviewer,False
2388,577,1583,Coach,False
2389,397,1583,Technical Evaluator,False
2390,296,1584,End User,False
2391,2042,1584,Economic Buyer,True
2392,1306,1585,Champion,True
2393,2789,1586,Coach,False
2394,965,1587,Champion,True
2395,2663,1588,End User,False
2396,2122,1589,Blocker,False
2397,2505,1590,Champion,True
2398,2713,1590,Technical Evaluator,False
2399,1923,1591,Economic Buyer,True
2400,284,1591,Coach,False
2401,1865,1591,End User,False
2402,2197,1592,Technical Evaluator,False
2403,227,1592,End User,False
2404,535,1593,Economic Buyer,True
2405,1295,1593,Coach,False
2406,2667,1594,End User,False
2407,767,1596,Coach,False
2408,1000,1596,Champion,True
2409,2721,1597,Coach,False
2410,2357,1598,Blocker,False
2411,1335,1599,Coach,False
2412,655,1599,Blocker,False
2413,2319,1600,Technical Evaluator,False
2414,1372,1600,Coach,False
2415,58,1600,Champion,True
2416,2475,1601,End User,False
2417,534,1602,Technical Evaluator,False
2418,2622,1602,Champion,True
2419,1239,1602,Economic Buyer,True
2420,921,1603,Technical Evaluator,False
2421,772,1604,End User,False
2422,1920,1604,Executive Sponsor,True
2423,2885,1605,Champion,True
2424,986,1606,Economic Buyer,True
2425,886,1607,Champion,True
2426,846,1608,Legal Reviewer,False
2427,2493,1609,End User,False
2428,1166,1609,Champion,True
2429,343,1609,Executive Sponsor,True
2430,1243,1610,Economic Buyer,True
2431,1910,1610,Technical Evaluator,False
2432,1414,1479,End User,False
2433,1277,1612,Technical Evaluator,False
2434,2721,1453,Champion,True
2435,1623,1453,Economic Buyer,True
2436,1312,1614,Technical Evaluator,False
2437,686,1615,End User,False
2438,294,1616,Technical Evaluator,False
2439,1108,1617,End User,False
2440,1093,1617,Economic Buyer,True
2441,231,1618,Technical Evaluator,False
2442,298,1618,Champion,True
2443,1197,1619,End User,False
2444,463,1620,Blocker,False
2445,309,1620,Champion,True
2446,14,1621,Legal Reviewer,False
2447,771,1621,Technical Evaluator,False
2448,514,1621,Champion,True
2449,602,1622,Champion,True
2450,185,1622,Economic Buyer,True
2451,961,1622,End User,False
2452,1106,1623,Technical Evaluator,False
2453,2701,1625,End User,False
2454,281,1625,Legal Reviewer,False
2455,449,1626,Economic Buyer,True
2456,154,1627,End User,False
2457,823,1628,Technical Evaluator,False
2458,138,1628,Champion,True
2459,923,1628,Economic Buyer,True
2460,2294,1628,Coach,False
2461,1725,1629,Blocker,False
2462,2323,1630,Executive Sponsor,True
2463,1026,1631,Champion,True
2464,1699,1631,End User,False
2465,976,1631,Technical Evaluator,False
2466,2125,1632,Technical Evaluator,False
2467,497,1632,Champion,True
2468,1349,1633,Coach,False
2469,247,1634,Technical Evaluator,False
2470,2972,1634,Champion,True
2471,1857,1635,Executive Sponsor,True
2472,1532,1636,End User,False
2473,1273,1636,Champion,True
2474,2544,1637,Blocker,False
2475,2598,1638,Coach,False
2476,2073,1639,Technical Evaluator,False
2477,1497,1640,Champion,True
2478,2214,1640,Technical Evaluator,False
2479,1089,1640,End User,False
2480,2990,1641,Economic Buyer,True
2481,1536,1642,Economic Buyer,True
2482,1609,1643,Economic Buyer,True
2483,2846,1644,Champion,True
2484,56,429,Technical Evaluator,False
2485,1187,429,Economic Buyer,True
2486,330,1647,Legal Reviewer,False
2487,2033,1647,Economic Buyer,True
2488,442,1648,Champion,True
2489,1682,1649,Champion,True
2490,1036,1649,Economic Buyer,True
2491,181,1650,Champion,True
2492,231,1651,Economic Buyer,True
2493,298,1651,Coach,False
2494,1650,1652,Economic Buyer,True
2495,1672,1653,Blocker,False
2496,1855,1653,Technical Evaluator,False
2497,2260,1653,End User,False
2498,2162,1654,Coach,False
2499,1523,1654,Economic Buyer,True
2500,2234,1654,Technical Evaluator,False
2501,2599,1655,End User,False
2502,2055,1655,Legal Reviewer,False
2503,2138,1655,Technical Evaluator,False
2504,1384,1656,Technical Evaluator,False
2505,2801,1656,Champion,True
2506,248,1657,End User,False
2507,2226,1658,End User,False
2508,847,1658,Technical Evaluator,False
2509,454,1659,Champion,True
2510,565,1660,Champion,True
2511,1633,1661,Technical Evaluator,False
2512,1198,1662,Coach,False
2513,1056,1663,Legal Reviewer,False
2514,2885,1664,End User,False
2515,2055,1665,Champion,True
2516,2513,1666,End User,False
2517,921,1667,Blocker,False
2518,1554,1668,Economic Buyer,True
2519,980,1669,Champion,True
2520,1508,1669,Technical Evaluator,False
2521,2745,1670,Champion,True
2522,1195,1670,Economic Buyer,True
2523,1886,1670,Executive Sponsor,True
2524,2880,1670,Technical Evaluator,False
2525,1436,1671,Technical Evaluator,False
2526,528,1671,Executive Sponsor,True
2527,700,1672,Champion,True
2528,703,1672,End User,False
2529,600,1673,End User,False
2530,484,1673,Executive Sponsor,True
2531,2677,1674,Blocker,False
2532,2002,1674,Technical Evaluator,False
2533,2229,1017,Blocker,False
2534,1886,502,Economic Buyer,True
2535,2745,502,Technical Evaluator,False
2536,480,1677,Champion,True
2537,119,1677,End User,False
2538,1405,1678,Champion,True
2539,1038,1678,Coach,False
2540,1762,1679,End User,False
2541,323,1680,Champion,True
2542,2632,1680,Coach,False
2543,2819,1681,End User,False
2544,335,1683,Technical Evaluator,False
2545,1960,1684,Technical Evaluator,False
2546,792,1685,Technical Evaluator,False
2547,299,1685,End User,False
2548,1182,1686,Technical Evaluator,False
2549,644,1687,Economic Buyer,True
2550,2707,1687,Technical Evaluator,False
2551,465,1688,Coach,False
2552,2100,1689,Economic Buyer,True
2553,2890,1689,Champion,True
2554,300,1690,Champion,True
2555,1350,1690,Blocker,False
2556,1830,1692,Legal Reviewer,False
2557,225,1692,Economic Buyer,True
2558,909,1693,Champion,True
2559,2159,1694,End User,False
2560,2456,1695,Economic Buyer,True
2561,2577,1697,End User,False
2562,391,1698,Technical Evaluator,False
2563,1791,1699,Executive Sponsor,True
2564,668,1700,Legal Reviewer,False
2565,2154,1701,Economic Buyer,True
2566,321,1702,Champion,True
2567,217,1703,Economic Buyer,True
2568,979,1703,Technical Evaluator,False
2569,2957,1704,Champion,True
2570,2389,1704,Technical Evaluator,False
2571,2710,1705,End User,False
2572,198,1705,Legal Reviewer,False
2573,153,1706,Technical Evaluator,False
2574,742,1706,Champion,True
2575,2015,1706,Economic Buyer,True
2576,445,1706,End User,False
2577,1150,1707,Technical Evaluator,False
2578,2938,1707,Blocker,False
2579,2903,1707,Champion,True
2580,2962,1707,End User,False
2581,568,1708,Legal Reviewer,False
2582,461,1709,Executive Sponsor,True
2583,784,1710,Legal Reviewer,False
2584,2614,1710,Economic Buyer,True
2585,1798,1710,End User,False
2586,1704,1711,Economic Buyer,True
2587,2404,1713,Technical Evaluator,False
2588,815,1714,Technical Evaluator,False
2589,2846,1715,Coach,False
2590,1628,1716,Technical Evaluator,False
2591,511,1716,Economic Buyer,True
2592,2597,1717,Executive Sponsor,True
2593,2430,1717,End User,False
2594,930,1718,Coach,False
2595,952,1719,Coach,False
2596,2058,1720,Economic Buyer,True
2597,1142,1720,End User,False
2598,2107,1721,Technical Evaluator,False
2599,277,1722,Technical Evaluator,False
2600,1795,1723,Technical Evaluator,False
2601,1021,1723,Champion,True
2602,2190,1724,Coach,False
2603,2240,1725,Economic Buyer,True
2604,306,1725,End User,False
2605,2703,1726,Blocker,False
2606,2157,1727,Blocker,False
2607,587,1727,Economic Buyer,True
2608,158,1727,End User,False
2609,2668,1728,Executive Sponsor,True
2610,2269,1729,End User,False
2611,1348,1729,Executive Sponsor,True
2612,779,1729,Coach,False
2613,27,1730,Technical Evaluator,False
2614,2727,1731,Legal Reviewer,False
2615,1895,1731,Blocker,False
2616,709,1732,Champion,True
2617,714,1733,Economic Buyer,True
2618,576,1734,Technical Evaluator,False
2619,111,1736,Technical Evaluator,False
2620,2817,1737,Economic Buyer,True
2621,1523,1738,Technical Evaluator,False
2622,2234,1738,Economic Buyer,True
2623,452,1739,Technical Evaluator,False
2624,2507,1740,Legal Reviewer,False
2625,1091,1741,Blocker,False
2626,59,1741,Champion,True
2627,2703,1742,Champion,True
2628,1719,1743,Executive Sponsor,True
2629,2643,1743,Champion,True
2630,1462,1744,Technical Evaluator,False
2631,310,1744,Champion,True
2632,2500,1745,Economic Buyer,True
2633,719,1746,Technical Evaluator,False
2634,597,1747,Coach,False
2635,1479,1747,End User,False
2636,2777,1748,Technical Evaluator,False
2637,1172,1749,Economic Buyer,True
2638,2982,1749,Technical Evaluator,False
2639,243,1749,Blocker,False
2640,2260,1750,Champion,True
2641,1008,1751,Champion,True
2642,338,1751,Legal Reviewer,False
2643,684,1752,Economic Buyer,True
2644,1730,1753,Legal Reviewer,False
2645,2054,1754,Technical Evaluator,False
2646,1287,387,Economic Buyer,True
2647,2458,1756,Technical Evaluator,False
2648,1972,1757,Technical Evaluator,False
2649,906,1757,End User,False
2650,1371,151,Economic Buyer,True
2651,2218,1759,Technical Evaluator,False
2652,1595,1759,Legal Reviewer,False
2653,154,1760,Technical Evaluator,False
2654,1949,1761,Champion,True
2655,2228,1762,Champion,True
2656,2047,1762,End User,False
2657,224,1762,Economic Buyer,True
2658,478,1762,Technical Evaluator,False
2659,1167,1763,Executive Sponsor,True
2660,235,1763,Technical Evaluator,False
2661,2084,1763,Champion,True
2662,2742,1764,Champion,True
2663,2567,1764,Legal Reviewer,False
2664,2158,1766,Champion,True
2665,1614,1767,Legal Reviewer,False
2666,1925,1767,Blocker,False
2667,1656,1767,Economic Buyer,True
2668,713,1768,Coach,False
2669,2631,1768,End User,False
2670,2841,1769,Technical Evaluator,False
2671,2566,1769,Champion,True
2672,403,1770,End User,False
2673,1121,1770,Champion,True
2674,3,1771,Blocker,False
2675,1666,1771,Champion,True
2676,1282,1772,Legal Reviewer,False
2677,2610,1773,Economic Buyer,True
2678,545,1774,Coach,False
2679,1134,1774,Executive Sponsor,True
2680,2331,1775,Champion,True
2681,2583,1775,Technical Evaluator,False
2682,1719,1776,Economic Buyer,True
2683,2810,1776,End User,False
2684,570,1777,Champion,True
2685,2165,1778,Legal Reviewer,False
2686,1257,1778,Coach,False
2687,2621,1779,Coach,False
2688,1443,1779,Technical Evaluator,False
2689,150,1780,Legal Reviewer,False
2690,1743,1781,End User,False
2691,2505,1782,Legal Reviewer,False
2692,555,1783,Technical Evaluator,False
2693,346,1783,Champion,True
2694,880,1783,Economic Buyer,True
2695,533,1784,Legal Reviewer,False
2696,1675,1784,Economic Buyer,True
2697,2204,1784,Coach,False
2698,2618,1784,Champion,True
2699,1995,1785,Coach,False
2700,2321,1786,Coach,False
2701,2321,1787,Technical Evaluator,False
2702,2988,1788,Legal Reviewer,False
2703,367,1788,Champion,True
2704,657,1789,End User,False
2705,2416,1790,End User,False
2706,1175,1791,End User,False
2707,2394,1791,Champion,True
2708,22,1792,Economic Buyer,True
2709,2307,1792,Champion,True
2710,2642,1793,Champion,True
2711,2247,1793,Technical Evaluator,False
2712,606,1793,Coach,False
2713,180,1793,End User,False
2714,316,1795,Blocker,False
2715,981,1795,Technical Evaluator,False
2716,2016,1796,Technical Evaluator,False
2717,1292,1796,Champion,True
2718,1719,1798,Champion,True
2719,63,1798,End User,False
2720,1856,1799,Executive Sponsor,True
2721,2617,1799,End User,False
2722,812,1799,Blocker,False
2723,2473,1799,Coach,False
2724,1697,1800,Coach,False
2725,1146,1800,Executive Sponsor,True
2726,710,1800,Blocker,False
2727,1275,1801,Technical Evaluator,False
2728,2197,1802,End User,False
2729,1301,1803,End User,False
2730,1633,1803,Champion,True
2731,487,1803,Executive Sponsor,True
2732,1342,1804,Technical Evaluator,False
2733,2325,1804,End User,False
2734,2846,1805,Technical Evaluator,False
2735,571,1806,End User,False
2736,1994,1806,Economic Buyer,True
2737,2144,1807,Economic Buyer,True
2738,32,1808,Coach,False
2739,615,1808,Technical Evaluator,False
2740,449,1810,Blocker,False
2741,952,1811,Technical Evaluator,False
2742,294,1812,Champion,True
2743,792,1813,Economic Buyer,True
2744,1937,1814,Champion,True
2745,2064,1815,Legal Reviewer,False
2746,2633,1816,Champion,True
2747,626,1817,Champion,True
2748,365,1818,Technical Evaluator,False
2749,2386,1819,Champion,True
2750,548,1820,Blocker,False
2751,1507,1821,End User,False
2752,633,1822,Champion,True
2753,1253,1822,End User,False
2754,1092,1822,Economic Buyer,True
2755,1753,1823,Technical Evaluator,False
2756,2454,1823,End User,False
2757,1229,1824,Legal Reviewer,False
2758,2353,1825,Champion,True
2759,1356,1826,Executive Sponsor,True
2760,1679,1826,Coach,False
2761,163,1827,Champion,True
2762,1588,1827,End User,False
2763,900,1829,Executive Sponsor,True
2764,2074,1829,Blocker,False
2765,559,1832,Coach,False
2766,497,1833,Champion,True
2767,2125,1833,Technical Evaluator,False
2768,131,1834,Blocker,False
2769,2330,1835,Executive Sponsor,True
2770,1643,1836,Champion,True
2771,2245,1836,Economic Buyer,True
2772,872,1837,Coach,False
2773,1482,1837,End User,False
2774,225,1838,End User,False
2775,1669,1839,Technical Evaluator,False
2776,38,1840,Coach,False
2777,789,1840,Champion,True
2778,2390,1840,Economic Buyer,True
2779,2861,1841,Economic Buyer,True
2780,1977,1842,Technical Evaluator,False
2781,2301,1842,Coach,False
2782,1500,1842,Economic Buyer,True
2783,1772,1842,Blocker,False
2784,2770,1843,Champion,True
2785,518,1843,End User,False
2786,2546,1844,Champion,True
2787,208,1845,End User,False
2788,2281,1846,Blocker,False
2789,1212,1846,Economic Buyer,True
2790,1357,1846,Technical Evaluator,False
2791,171,1846,Legal Reviewer,False
2792,2342,1847,Technical Evaluator,False
2793,1108,1848,Economic Buyer,True
2794,771,1849,Economic Buyer,True
2795,514,1849,Coach,False
2796,14,1849,Technical Evaluator,False
2797,1180,1851,Champion,True
2798,461,1851,End User,False
2799,264,1851,Blocker,False
2800,444,1852,End User,False
2801,1417,1852,Champion,True
2802,460,1853,End User,False
2803,1800,1853,Economic Buyer,True
2804,1700,1854,Champion,True
2805,1445,1854,Legal Reviewer,False
2806,1905,1855,Technical Evaluator,False
2807,2298,1855,Blocker,False
2808,2843,1856,Executive Sponsor,True
2809,1094,1856,Blocker,False
2810,2885,1857,Blocker,False
2811,1765,1858,Technical Evaluator,False
2812,2401,1859,End User,False
2813,717,1860,End User,False
2814,639,1860,Champion,True
2815,425,1861,Economic Buyer,True
2816,2667,1862,End User,False
2817,647,1863,Legal Reviewer,False
2818,2340,1863,Technical Evaluator,False
2819,2324,1864,Economic Buyer,True
2820,482,1865,Legal Reviewer,False
2821,855,1865,Technical Evaluator,False
2822,1664,1865,Economic Buyer,True
2823,2490,1866,Technical Evaluator,False
2824,2649,1867,Champion,True
2825,1247,1868,End User,False
2826,812,1869,Champion,True
2827,2473,1869,Economic Buyer,True
2828,522,1870,Economic Buyer,True
2829,2699,1871,Technical Evaluator,False
2830,1996,1871,End User,False
2831,2542,1872,Economic Buyer,True
2832,2573,1872,End User,False
2833,2122,1874,Coach,False
2834,2235,1874,End User,False
2835,2921,1874,Blocker,False
2836,1650,1875,Blocker,False
2837,402,1876,Economic Buyer,True
2838,1465,1877,Economic Buyer,True
2839,438,1877,Blocker,False
2840,2233,1878,Champion,True
2841,1875,1879,Economic Buyer,True
2842,537,1880,Champion,True
2843,2996,1881,Coach,False
2844,668,1882,Champion,True
2845,2108,1883,Technical Evaluator,False
2846,2968,1884,Champion,True
2847,1969,1884,Legal Reviewer,False
2848,1147,1884,Economic Buyer,True
2849,2797,1885,End User,False
2850,1929,1885,Champion,True
2851,2129,1886,Champion,True
2852,567,1887,Executive Sponsor,True
2853,2583,1888,Technical Evaluator,False
2854,2331,1888,Executive Sponsor,True
2855,2664,1889,Legal Reviewer,False
2856,1371,1889,Champion,True
2857,2482,1890,Economic Buyer,True
2858,2356,1891,Economic Buyer,True
2859,2156,1892,Legal Reviewer,False
2860,1432,1892,Blocker,False
2861,627,1892,Champion,True
2862,2787,1893,End User,False
2863,709,1894,Champion,True
2864,2020,1895,Executive Sponsor,True
2865,120,1895,Technical Evaluator,False
2866,1103,1896,Economic Buyer,True
2867,865,1897,Champion,True
2868,1888,1897,Coach,False
2869,877,1898,End User,False
2870,1959,1898,Champion,True
2871,1756,1899,Champion,True
2872,2935,1900,Economic Buyer,True
2873,1960,1900,Executive Sponsor,True
2874,2187,1900,Champion,True
2875,25,1900,Technical Evaluator,False
2876,843,1901,Champion,True
2877,1045,1901,Technical Evaluator,False
2878,98,1902,Economic Buyer,True
2879,817,1903,Technical Evaluator,False
2880,731,1904,Technical Evaluator,False
2881,2182,1905,Legal Reviewer,False
2882,490,1905,Champion,True
2883,569,1905,Technical Evaluator,False
2884,2456,1906,Technical Evaluator,False
2885,1166,1907,Champion,True
2886,343,1907,End User,False
2887,53,1908,Technical Evaluator,False
2888,338,1567,Technical Evaluator,False
2889,1734,1910,Technical Evaluator,False
2890,747,1911,Technical Evaluator,False
2891,1703,1912,Technical Evaluator,False
2892,207,1912,Executive Sponsor,True
2893,1281,1913,Technical Evaluator,False
2894,2798,1914,Technical Evaluator,False
2895,2318,1914,Executive Sponsor,True
2896,2507,1916,Technical Evaluator,False
2897,407,1917,End User,False
2898,792,1918,Blocker,False
2899,1320,1919,End User,False
2900,925,1920,Technical Evaluator,False
2901,36,1921,Legal Reviewer,False
2902,530,1921,Blocker,False
2903,2208,1922,End User,False
2904,1181,1923,Champion,True
2905,2631,1924,Economic Buyer,True
2906,737,1925,Technical Evaluator,False
2907,2136,1926,Blocker,False
2908,101,1927,Champion,True
2909,2462,1928,Economic Buyer,True
2910,2019,1929,Champion,True
2911,2809,1929,Economic Buyer,True
2912,1769,1930,Technical Evaluator,False
2913,716,1933,Economic Buyer,True
2914,2205,1934,Technical Evaluator,False
2915,732,1934,Legal Reviewer,False
2916,2143,1936,Economic Buyer,True
2917,1738,1936,Executive Sponsor,True
2918,1162,1937,Legal Reviewer,False
