tracker_id,call_id,tracker_name,tracker_category,mention_count
5160,2245,Pricing - Too Expensive Objection,Pricing,3
5161,2247,Pricing - Too Expensive Objection,Pricing,7
5162,2249,Discount - End of Quarter,Discount,3
5163,2249,Decision Maker Involved,Buying Signal,7
5164,2249,Discount - Competitive Match,Discount,5
5165,2249,Risk - Stakeholder Pushback,Risk,1
5166,2250,Objection - Need More Stakeholder Buy-in,Objection,1
5167,2250,Competitor - Open Source Alternative,Competitor,6
5168,2250,Objection - Team Adoption Concern,Objection,5
5169,2250,Technical - Data Migration Plan,Technical,1
5170,2250,Objection - Too Complex,Objection,2
5171,2250,Technical - Custom Workflow Needs,Technical,1
5172,2252,Budget - Reallocating Funds,Budget,7
5173,2252,Risk - No Decision Likely,Risk,6
5174,2252,Competitor - CompetitorD,Competitor,1
5175,2253,Security - SSO Requirement,Security,4
5176,2253,Security - Penetration Testing,Security,4
5177,2254,Discount - End of Quarter,Discount,4
5178,2254,POC Requested,Buying Signal,7
5179,2254,Competitor - CompetitorD,Competitor,5
5180,2254,Discount - Multi-Year Ask,Discount,6
5181,2255,Objection - Need More Stakeholder Buy-in,Objection,4
5182,2255,Pricing - Compared to Competitor,Pricing,8
5183,2255,Objection - Switching Cost,Objection,8
5184,2257,Competitor - CompetitorC,Competitor,5
5185,2257,Risk - Competitor Evaluation,Risk,7
5186,2257,Objection - Need More Stakeholder Buy-in,Objection,8
5187,2257,Risk - Budget Freeze,Risk,3
5188,2257,Discount - End of Quarter,Discount,-6
5189,2258,Competitor - CompetitorB,Competitor,-2
5190,2258,Budget - Needs Approval,Budget,8
5191,2258,Budget - Freeze Mentioned,Budget,2
5192,2258,Competitor - CompetitorE,Competitor,4
5193,2258,Contract Review Started,Buying Signal,2
5194,2259,Competitor - CompetitorD,Competitor,3
5195,2260,Risk - Budget Freeze,Risk,1
5196,2261,Technical - Data Migration Plan,Technical,6
5197,2261,Pricing - Too Expensive Objection,Pricing,-6
5198,2262,Risk - Delayed Timeline,Risk,2
5199,2262,Procurement Process Started,Buying Signal,2
5200,2267,Competitor - Open Source Alternative,Competitor,2
5201,2267,,,7
5202,2267,Risk - Delayed Timeline,Risk,8
5203,2268,Risk - Delayed Timeline,Risk,3
5204,2268,Competitor - CompetitorA,Competitor,1
5205,2268,Objection - Team Adoption Concern,Objection,4
5206,2268,Risk - No Decision Likely,Risk,2
5207,2269,Decision Timeline Confirmed,Buying Signal,6
5208,2269,Security - Data Residency,Security,5
5209,2270,Procurement Process Started,Buying Signal,6
5210,2270,Competitor - CompetitorC,Competitor,2
5211,2270,Risk - Budget Freeze,Risk,-4
5212,2270,Budget - Freeze Mentioned,Budget,2
5213,2270,Risk - Stakeholder Pushback,Risk,6
5214,2270,POC Requested,Buying Signal,5
5215,2270,Security - SSO Requirement,Security,7
5216,2274,Technical - API Integration,Technical,7
5217,2274,Budget - Reallocating Funds,Budget,3
5218,2274,Next Steps Discussed,Buying Signal,3
5219,2277,Risk - Delayed Timeline,Risk,6
5220,2277,Objection - Team Adoption Concern,Objection,4
5221,2277,Technical - Performance Requirements,Technical,8
5222,2277,Technical - Custom Workflow Needs,Technical,7
5223,2279,Objection - Missing Feature,Objection,3
5224,2280,Technical - Performance Requirements,Technical,2
5225,2281,Pricing - Enterprise Tier,Pricing,3
5226,2281,Contract Review Started,Buying Signal,4
5227,2283,Competitor - Open Source Alternative,Competitor,7
5228,2283,Competitor - CompetitorB,Competitor,2
5229,2283,Pricing - Too Expensive Objection,Pricing,1
5230,2283,Security - GDPR Compliance,Security,4
5231,2284,Next Steps Discussed,Buying Signal,3
5232,2285,Technical - SSO / SAML Setup,Technical,3
5233,2285,Discount - Competitive Match,Discount,6
5234,2285,Procurement Process Started,Buying Signal,4
5235,2285,Competitor - CompetitorC,Competitor,3
5236,2285,Security - SSO Requirement,Security,1
5237,2286,Budget - Approved,Budget,4
5238,2286,Competitor - CompetitorA,Competitor,1
5239,2286,Pricing - Enterprise Tier,Pricing,8
5240,2288,Competitor - CompetitorA,Competitor,2
5241,2289,Decision Maker Involved,Buying Signal,8
5242,2289,Budget - Freeze Mentioned,Budget,4
5243,2292,Objection - Switching Cost,Objection,7
5244,2295,Budget - Approved,Budget,7
5245,2295,Competitor - CompetitorE,Competitor,7
5246,2295,,,4
5247,2295,Objection - Missing Feature,Objection,8
5248,2296,Competitor - CompetitorD,Competitor,2
5249,2296,Objection - Team Adoption Concern,Objection,8
5250,2297,Competitor - Open Source Alternative,Competitor,2
5251,2297,Risk - Stakeholder Pushback,Risk,8
5252,2297,Discount - End of Quarter,Discount,1
5253,2298,Competitor - Open Source Alternative,Competitor,8
5254,2298,Competitor - CompetitorE,Competitor,5
5255,2299,Pricing - Too Expensive Objection,Pricing,3
5256,2301,Technical - SSO / SAML Setup,Technical,6
5257,2301,Pricing - Requested Quote,Pricing,6
5258,2302,Technical - SSO / SAML Setup,Technical,4
5259,2303,Next Steps Discussed,Buying Signal,2
5260,2303,Pricing - Enterprise Tier,Pricing,6
5261,2303,Objection - Too Complex,Objection,6
5262,2303,Security - Data Residency,Security,7
5263,2303,Technical - SSO / SAML Setup,Technical,4
5264,2303,Discount - Competitive Match,Discount,7
5265,2305,Pricing - Too Expensive Objection,Pricing,4
5266,2305,Risk - Stakeholder Pushback,Risk,2
5267,2305,Objection - Switching Cost,Objection,7
5268,2305,Pricing - Volume Discount,Pricing,4
5269,2305,Next Steps Discussed,Buying Signal,7
5270,2305,Security - Data Residency,Security,1
5271,2305,Risk - Champion Leaving,Risk,7
5272,2305,Technical - Performance Requirements,Technical,5
5273,2306,Competitor - CompetitorB,Competitor,3
5274,2306,Budget - Reallocating Funds,Budget,8
5275,2308,Objection - Switching Cost,Objection,1
5276,2308,Objection - Team Adoption Concern,Objection,1
5277,2310,Technical - Data Migration Plan,Technical,3
5278,2310,Competitor - CompetitorD,Competitor,3
5279,2310,Security - SSO Requirement,Security,2
5280,2310,Objection - Too Complex,Objection,4
5281,2310,Competitor - Open Source Alternative,Competitor,2
5282,2311,Budget - Needs Approval,Budget,4
5283,2311,Competitor - CompetitorC,Competitor,3
5284,2311,Reference Call Requested,Buying Signal,8
5285,2311,Risk - Stakeholder Pushback,Risk,6
5286,2312,,,4
5287,2314,Competitor - CompetitorC,Competitor,4
5288,2314,Discount - Competitive Match,Discount,7
5289,2314,Objection - Too Complex,Objection,1
5290,2314,Objection - Missing Feature,Objection,7
5291,2314,Pricing - Compared to Competitor,Pricing,1
5292,2315,Competitor - Open Source Alternative,Competitor,5
5293,2317,Risk - Stakeholder Pushback,Risk,3
5294,2317,Pricing - Compared to Competitor,Pricing,8
5295,2317,Competitor - CompetitorA,Competitor,5
5296,2317,Objection - Team Adoption Concern,Objection,8
5297,2317,Risk - Legal Blockers,Risk,6
5298,2317,Technical - API Integration,Technical,4
5299,2318,Objection - Team Adoption Concern,Objection,1
5300,2318,Pricing - Compared to Competitor,Pricing,6
5301,2318,Objection - Too Complex,Objection,1
5302,2319,Competitor - Open Source Alternative,Competitor,2
5303,2319,Budget - Freeze Mentioned,Budget,8
5304,2319,Security - SSO Requirement,Security,4
5305,2319,Risk - Champion Leaving,Risk,1
5306,2319,Objection - Too Complex,Objection,4
5307,2319,Competitor - CompetitorD,Competitor,5
5308,2319,Risk - Stakeholder Pushback,Risk,6
5309,2320,Technical - SSO / SAML Setup,Technical,5
5310,2320,Discount - Multi-Year Ask,Discount,1
5311,2320,Contract Review Started,Buying Signal,6
5312,2321,Decision Timeline Confirmed,Buying Signal,2
5313,2321,Security - Data Residency,Security,5
5314,2321,Pricing - Compared to Competitor,Pricing,7
5315,2321,Budget - Freeze Mentioned,Budget,6
5316,2321,Pricing - Volume Discount,Pricing,1
5317,2321,Budget - Reallocating Funds,Budget,6
5318,2321,Technical - API Integration,Technical,6
5319,2324,Contract Review Started,Buying Signal,8
5320,2324,Pricing - Requested Quote,Pricing,3
5321,2324,Discount - Multi-Year Ask,Discount,1
5322,2324,,,3
5323,2324,Risk - Champion Leaving,Risk,7
5324,2324,Pricing - Compared to Competitor,Pricing,1
5325,2324,Technical - Performance Requirements,Technical,3
5326,2325,Risk - Stakeholder Pushback,Risk,6
5327,2325,Technical - Data Migration Plan,Technical,3
5328,2326,Risk - Delayed Timeline,Risk,6
5329,2327,Competitor - CompetitorB,Competitor,3
5330,2327,Pricing - Enterprise Tier,Pricing,2
5331,2327,Risk - Competitor Evaluation,Risk,6
5332,2327,Competitor - CompetitorC,Competitor,4
5333,2327,Budget - Approved,Budget,5
5334,2328,Reference Call Requested,Buying Signal,6
5335,2328,Next Steps Discussed,Buying Signal,6
5336,2328,Risk - Champion Leaving,Risk,2
5337,2328,Risk - Delayed Timeline,Risk,5
5338,2328,Pricing - Volume Discount,Pricing,5
5339,2328,Security - SOC2 Compliance,Security,5
5340,2328,Competitor - CompetitorA,Competitor,4
5341,2329,Competitor - CompetitorA,Competitor,2
5342,2329,Decision Timeline Confirmed,Buying Signal,3
5343,2329,Decision Maker Involved,Buying Signal,2
5344,2329,Discount - Multi-Year Ask,Discount,2
5345,2331,Security - Penetration Testing,Security,7
5346,2332,Discount - Multi-Year Ask,Discount,8
5347,2332,Risk - Legal Blockers,Risk,6
5348,2332,Next Steps Discussed,Buying Signal,6
5349,2332,Pricing - Volume Discount,Pricing,1
5350,2332,Competitor - CompetitorA,Competitor,6
5351,2333,Objection - Need More Stakeholder Buy-in,Objection,5
5352,2333,Pricing - Too Expensive Objection,Pricing,7
5353,2334,Reference Call Requested,Buying Signal,4
5354,2334,Objection - Need More Stakeholder Buy-in,Objection,-2
5355,2334,Risk - Competitor Evaluation,Risk,5
5356,2335,Objection - Missing Feature,Objection,8
5357,2335,Pricing - Too Expensive Objection,Pricing,3
5358,2335,Pricing - Requested Quote,Pricing,8
5359,2335,Objection - Team Adoption Concern,Objection,5
5360,2336,Objection - Too Complex,Objection,3
5361,2336,Contract Review Started,Buying Signal,8
5362,2336,Pricing - Compared to Competitor,Pricing,-4
5363,2337,Discount - End of Quarter,Discount,2
5364,2337,Decision Timeline Confirmed,Buying Signal,4
5365,2337,Security - GDPR Compliance,Security,3
5366,2339,Risk - No Decision Likely,Risk,4
5367,2339,Objection - Need More Stakeholder Buy-in,Objection,6
5368,2339,Risk - Champion Leaving,Risk,3
5369,2339,Budget - Reallocating Funds,Budget,1
5370,2340,Pricing - Requested Quote,Pricing,7
5371,2342,Procurement Process Started,Buying Signal,3
5372,2342,Competitor - CompetitorB,Competitor,3
5373,2342,Budget - Freeze Mentioned,Budget,7
5374,2342,Objection - Team Adoption Concern,Objection,4
5375,2343,Objection - Missing Feature,Objection,7
5376,2343,Competitor - CompetitorB,Competitor,5
5377,2343,Pricing - Compared to Competitor,Pricing,2
5378,2344,Pricing - Volume Discount,Pricing,6
5379,2344,Technical - Custom Workflow Needs,Technical,7
5380,2344,Objection - Missing Feature,Objection,1
5381,2345,Risk - Legal Blockers,Risk,8
5382,2345,Objection - Switching Cost,Objection,5
5383,2345,Risk - Competitor Evaluation,Risk,1
5384,2345,Competitor - CompetitorD,Competitor,3
5385,2345,Budget - Needs Approval,Budget,3
5386,2346,Discount - End of Quarter,Discount,8
5387,2347,Risk - Champion Leaving,Risk,8
5388,2347,Objection - Switching Cost,Objection,7
5389,2347,Competitor - CompetitorD,Competitor,4
5390,2347,Technical - SSO / SAML Setup,Technical,3
5391,2348,Competitor - CompetitorB,Competitor,1
5392,2348,Discount - End of Quarter,Discount,2
5393,2348,Pricing - Enterprise Tier,Pricing,8
5394,2348,Budget - Reallocating Funds,Budget,3
5395,2351,Competitor - CompetitorD,Competitor,3
5396,2351,Budget - Freeze Mentioned,Budget,8
5397,2351,Risk - Delayed Timeline,Risk,4
5398,2352,Pricing - Too Expensive Objection,Pricing,3
5399,2353,Technical - Custom Workflow Needs,Technical,5
5400,2353,,,7
5401,2353,Competitor - CompetitorD,Competitor,6
5402,2354,Budget - Needs Approval,Budget,4
5403,2354,Competitor - CompetitorB,Competitor,-7
5404,2354,Technical - Custom Workflow Needs,Technical,6
5405,2354,Pricing - Compared to Competitor,Pricing,1
5406,2359,Objection - Too Complex,Objection,5
5407,2359,Budget - Freeze Mentioned,Budget,8
5408,2359,Pricing - Requested Quote,Pricing,2
5409,2359,Objection - Need More Stakeholder Buy-in,Objection,4
5410,2359,Risk - Stakeholder Pushback,Risk,2
5411,2360,Objection - Need More Stakeholder Buy-in,Objection,8
5412,2361,Contract Review Started,Buying Signal,-7
5413,2361,Discount - End of Quarter,Discount,5
5414,2361,Objection - Too Complex,Objection,7
5415,2367,Discount - Multi-Year Ask,Discount,3
5416,2367,Discount - End of Quarter,Discount,4
5417,2367,Objection - Switching Cost,Objection,1
5418,2367,Security - Data Residency,Security,2
5419,2367,POC Requested,Buying Signal,4
5420,2368,Discount - End of Quarter,Discount,8
5421,2368,Budget - Freeze Mentioned,Budget,3
5422,2374,Budget - Approved,Budget,7
5423,2374,Procurement Process Started,Buying Signal,2
5424,2374,Risk - Legal Blockers,Risk,1
5425,2377,Pricing - Requested Quote,Pricing,5
5426,2377,Competitor - CompetitorE,Competitor,2
5427,2377,Objection - Need More Stakeholder Buy-in,Objection,5
5428,2378,Contract Review Started,Buying Signal,6
5429,2378,Budget - Reallocating Funds,Budget,6
5430,2379,Pricing - Compared to Competitor,Pricing,3
5431,2379,Pricing - Volume Discount,Pricing,6
5432,2379,Competitor - Open Source Alternative,Competitor,6
5433,2381,Risk - Champion Leaving,Risk,5
5434,2381,POC Requested,Buying Signal,3
5435,2381,Security - GDPR Compliance,Security,3
5436,2381,Pricing - Volume Discount,Pricing,8
5437,2381,Procurement Process Started,Buying Signal,1
5438,2381,Pricing - Enterprise Tier,Pricing,3
5439,2382,Objection - Team Adoption Concern,Objection,4
5440,2382,Budget - Reallocating Funds,Budget,1
5441,2383,Risk - Champion Leaving,Risk,2
5442,2383,Competitor - CompetitorB,Competitor,7
5443,2383,Competitor - Open Source Alternative,Competitor,1
5444,2384,Reference Call Requested,Buying Signal,3
5445,2384,Discount - End of Quarter,Discount,6
5446,2384,Objection - Need More Stakeholder Buy-in,Objection,2
5447,2384,Decision Maker Involved,Buying Signal,7
5448,2384,Discount - Competitive Match,Discount,6
5449,2385,Risk - Competitor Evaluation,Risk,2
5450,2385,Competitor - CompetitorB,Competitor,3
5451,2387,Competitor - CompetitorA,Competitor,1
5452,2387,Security - SSO Requirement,Security,7
5453,2387,Decision Timeline Confirmed,Buying Signal,7
5454,2390,Decision Timeline Confirmed,Buying Signal,1
5455,2390,Pricing - Too Expensive Objection,Pricing,5
5456,2390,Pricing - Requested Quote,Pricing,1
5457,2392,Security - Penetration Testing,Security,8
5458,2396,Objection - Switching Cost,Objection,1
5459,2396,Budget - Approved,Budget,3
5460,2396,Pricing - Enterprise Tier,Pricing,7
5461,2396,Procurement Process Started,Buying Signal,4
5462,2396,Budget - Freeze Mentioned,Budget,6
5463,2396,Competitor - CompetitorC,Competitor,2
5464,2396,Security - SSO Requirement,Security,7
5465,2397,Competitor - Open Source Alternative,Competitor,3
5466,2397,Pricing - Compared to Competitor,Pricing,4
5467,2397,Objection - Need More Stakeholder Buy-in,Objection,2
5468,2397,Pricing - Enterprise Tier,Pricing,2
5469,2397,Competitor - CompetitorD,Competitor,4
5470,2399,Security - Data Residency,Security,5
5471,2399,Competitor - CompetitorE,Competitor,2
5472,2400,Discount - Multi-Year Ask,Discount,6
5473,2400,Risk - Competitor Evaluation,Risk,5
5474,2400,Budget - Reallocating Funds,Budget,8
5475,2400,Competitor - CompetitorB,Competitor,3
5476,2400,Security - Data Residency,Security,1
5477,2402,Technical - SSO / SAML Setup,Technical,6
5478,2402,,,7
5479,2402,Competitor - CompetitorC,Competitor,6
5480,2402,Technical - Data Migration Plan,Technical,2
5481,2403,Discount - Multi-Year Ask,Discount,5
5482,2403,Competitor - CompetitorD,Competitor,3
5483,2403,Risk - Competitor Evaluation,Risk,7
5484,2403,Budget - Approved,Budget,4
5485,2403,Pricing - Volume Discount,Pricing,2
5486,2407,Technical - Data Migration Plan,Technical,5
5487,2408,Discount - End of Quarter,Discount,6
5488,2408,Security - SSO Requirement,Security,1
5489,2408,Pricing - Too Expensive Objection,Pricing,6
5490,2408,Procurement Process Started,Buying Signal,4
5491,2408,POC Requested,Buying Signal,5
5492,2408,Decision Timeline Confirmed,Buying Signal,6
5493,2408,Technical - SSO / SAML Setup,Technical,8
5494,2409,Competitor - CompetitorA,Competitor,2
5495,2409,Decision Timeline Confirmed,Buying Signal,3
5496,2409,Risk - Stakeholder Pushback,Risk,1
5497,2409,Pricing - Enterprise Tier,Pricing,6
5498,2409,Pricing - Too Expensive Objection,Pricing,5
5499,2409,Competitor - CompetitorE,Competitor,3
5500,2410,Risk - Delayed Timeline,Risk,6
5501,2410,Pricing - Requested Quote,Pricing,6
5502,2410,Budget - Needs Approval,Budget,7
5503,2410,Competitor - Open Source Alternative,Competitor,2
5504,2411,Pricing - Volume Discount,Pricing,6
5505,2411,Risk - Stakeholder Pushback,Risk,3
5506,2411,Procurement Process Started,Buying Signal,3
5507,2415,Pricing - Volume Discount,Pricing,8
5508,2415,Competitor - CompetitorA,Competitor,5
5509,2415,Pricing - Too Expensive Objection,Pricing,6
5510,2415,Objection - Missing Feature,Objection,6
5511,2415,POC Requested,Buying Signal,1
5512,2415,Pricing - Compared to Competitor,Pricing,4
5513,2416,,,1
5514,2417,Decision Maker Involved,Buying Signal,7
5515,2417,Budget - Freeze Mentioned,Budget,5
5516,2417,Objection - Too Complex,Objection,2
5517,2417,Pricing - Compared to Competitor,Pricing,7
5518,2417,Budget - Needs Approval,Budget,4
5519,2417,Pricing - Too Expensive Objection,Pricing,5
5520,2417,Competitor - CompetitorA,Competitor,5
5521,2417,,,1
5522,2418,Budget - Reallocating Funds,Budget,6
5523,2419,Decision Maker Involved,Buying Signal,2
5524,2420,Competitor - Open Source Alternative,Competitor,2
5525,2420,Security - Penetration Testing,Security,3
5526,2420,Pricing - Volume Discount,Pricing,8
5527,2420,Discount - End of Quarter,Discount,7
5528,2420,Objection - Too Complex,Objection,7
5529,2421,Pricing - Requested Quote,Pricing,5
5530,2422,Contract Review Started,Buying Signal,4
5531,2422,Competitor - CompetitorB,Competitor,7
5532,2423,Decision Maker Involved,Buying Signal,5
5533,2423,Budget - Needs Approval,Budget,6
5534,2423,Objection - Need More Stakeholder Buy-in,Objection,6
5535,2423,Pricing - Requested Quote,Pricing,2
5536,2423,Objection - Switching Cost,Objection,3
5537,2428,Pricing - Volume Discount,Pricing,1
5538,2429,Risk - Stakeholder Pushback,Risk,7
5539,2429,Competitor - CompetitorA,Competitor,1
5540,2429,Pricing - Enterprise Tier,Pricing,8
5541,2429,Decision Timeline Confirmed,Buying Signal,5
5542,2429,Discount - Multi-Year Ask,Discount,4
5543,2429,Reference Call Requested,Buying Signal,3
5544,2430,Discount - Multi-Year Ask,Discount,3
5545,2431,Competitor - CompetitorE,Competitor,8
5546,2431,Discount - Multi-Year Ask,Discount,8
5547,2431,Competitor - CompetitorB,Competitor,4
5548,2431,Security - Penetration Testing,Security,6
5549,2431,Risk - No Decision Likely,Risk,6
5550,2434,Budget - Reallocating Funds,Budget,2
5551,2434,Objection - Switching Cost,Objection,1
5552,2434,Technical - API Integration,Technical,3
5553,2434,Discount - Multi-Year Ask,Discount,1
5554,2434,Objection - Team Adoption Concern,Objection,6
5555,2437,Pricing - Enterprise Tier,Pricing,8
5556,2437,Budget - Reallocating Funds,Budget,2
5557,2437,Discount - Competitive Match,Discount,5
5558,2438,Decision Maker Involved,Buying Signal,8
5559,2438,Security - SOC2 Compliance,Security,1
5560,2438,Discount - Competitive Match,Discount,3
5561,2438,Contract Review Started,Buying Signal,7
5562,2439,POC Requested,Buying Signal,4
5563,2439,Contract Review Started,Buying Signal,4
5564,2439,Technical - Data Migration Plan,Technical,5
5565,2439,Security - Data Residency,Security,3
5566,2440,Competitor - Open Source Alternative,Competitor,8
5567,2442,Competitor - CompetitorA,Competitor,6
5568,2442,Technical - SSO / SAML Setup,Technical,2
5569,2442,Security - SSO Requirement,Security,4
5570,2442,,,4
5571,2442,Risk - Budget Freeze,Risk,5
5572,2443,Discount - Multi-Year Ask,Discount,6
5573,2443,Reference Call Requested,Buying Signal,4
5574,2443,Competitor - CompetitorC,Competitor,6
5575,2443,Objection - Too Complex,Objection,7
5576,2443,Competitor - CompetitorD,Competitor,1
5577,2443,Technical - SSO / SAML Setup,Technical,5
5578,2444,Competitor - CompetitorE,Competitor,2
5579,2444,Technical - SSO / SAML Setup,Technical,5
5580,2444,Pricing - Too Expensive Objection,Pricing,6
5581,2445,Competitor - CompetitorD,Competitor,1
5582,2445,Security - GDPR Compliance,Security,6
5583,2445,Discount - Multi-Year Ask,Discount,8
5584,2445,Objection - Need More Stakeholder Buy-in,Objection,6
5585,2445,Budget - Freeze Mentioned,Budget,1
5586,2445,Risk - Competitor Evaluation,Risk,7
5587,2446,Security - SOC2 Compliance,Security,8
5588,2447,Security - SOC2 Compliance,Security,1
5589,2447,Objection - Switching Cost,Objection,5
5590,2447,Budget - Reallocating Funds,Budget,5
5591,2447,Pricing - Compared to Competitor,Pricing,8
5592,2447,Risk - Champion Leaving,Risk,1
5593,2447,Objection - Need More Stakeholder Buy-in,Objection,2
5594,2448,Objection - Too Complex,Objection,5
5595,2448,Security - Penetration Testing,Security,8
5596,2448,Security - GDPR Compliance,Security,3
5597,2448,Competitor - CompetitorC,Competitor,7
5598,2448,Budget - Freeze Mentioned,Budget,6
5599,2448,Discount - Multi-Year Ask,Discount,6
5600,2448,Next Steps Discussed,Buying Signal,3
5601,2450,,,1
5602,2450,Discount - End of Quarter,Discount,4
5603,2451,Competitor - CompetitorC,Competitor,7
5604,2451,Next Steps Discussed,Buying Signal,6
5605,2451,Risk - Stakeholder Pushback,Risk,7
5606,2452,Security - SOC2 Compliance,Security,5
5607,2452,Next Steps Discussed,Buying Signal,8
5608,2452,Decision Maker Involved,Buying Signal,4
5609,2453,Risk - Budget Freeze,Risk,3
5610,2453,Budget - Reallocating Funds,Budget,6
5611,2454,Risk - Stakeholder Pushback,Risk,7
5612,2454,Competitor - Open Source Alternative,Competitor,7
5613,2455,,,4
5614,2455,Security - SSO Requirement,Security,8
5615,2455,Contract Review Started,Buying Signal,4
5616,2455,Discount - End of Quarter,Discount,6
5617,2455,Technical - Data Migration Plan,Technical,5
5618,2455,Security - SOC2 Compliance,Security,8
5619,2455,Budget - Reallocating Funds,Budget,4
5620,2456,Competitor - CompetitorA,Competitor,2
5621,2456,Competitor - CompetitorB,Competitor,3
5622,2458,Contract Review Started,Buying Signal,5
5623,2458,Objection - Missing Feature,Objection,6
5624,2458,Reference Call Requested,Buying Signal,5
5625,2458,Decision Timeline Confirmed,Buying Signal,5
5626,2458,Pricing - Requested Quote,Pricing,2
5627,2461,Pricing - Requested Quote,Pricing,2
5628,2461,Pricing - Compared to Competitor,Pricing,7
5629,2461,Risk - No Decision Likely,Risk,2
5630,2463,Competitor - CompetitorA,Competitor,8
5631,2463,Technical - Performance Requirements,Technical,1
5632,2463,Competitor - CompetitorD,Competitor,5
5633,2463,Discount - End of Quarter,Discount,8
5634,2467,Budget - Reallocating Funds,Budget,5
5635,2467,Pricing - Volume Discount,Pricing,6
5636,2467,Risk - No Decision Likely,Risk,1
5637,2469,Technical - API Integration,Technical,5
5638,2469,Decision Maker Involved,Buying Signal,7
5639,2469,Discount - End of Quarter,Discount,5
5640,2469,Pricing - Volume Discount,Pricing,7
5641,2469,Pricing - Compared to Competitor,Pricing,4
5642,2471,Risk - Budget Freeze,Risk,6
5643,2471,Competitor - CompetitorA,Competitor,8
5644,2471,Risk - Legal Blockers,Risk,1
5645,2472,,,4
5646,2472,Objection - Switching Cost,Objection,3
5647,2472,Pricing - Enterprise Tier,Pricing,2
5648,2473,Budget - Needs Approval,Budget,2
5649,2473,Risk - Competitor Evaluation,Risk,6
5650,2474,Security - Data Residency,Security,3
5651,2474,Security - SOC2 Compliance,Security,4
5652,2474,Competitor - Open Source Alternative,Competitor,2
5653,2476,Discount - Competitive Match,Discount,5
5654,2477,Discount - Competitive Match,Discount,4
5655,2477,Competitor - CompetitorD,Competitor,4
5656,2478,Objection - Missing Feature,Objection,4
5657,2478,Risk - No Decision Likely,Risk,8
5658,2478,Pricing - Requested Quote,Pricing,6
5659,2479,Competitor - CompetitorB,Competitor,5
5660,2479,Competitor - CompetitorC,Competitor,4
5661,2479,Pricing - Enterprise Tier,Pricing,3
5662,2479,Budget - Needs Approval,Budget,7
5663,2480,Budget - Reallocating Funds,Budget,6
5664,2480,Risk - Stakeholder Pushback,Risk,8
5665,2480,Competitor - CompetitorA,Competitor,3
5666,2480,Objection - Team Adoption Concern,Objection,6
5667,2480,Discount - Multi-Year Ask,Discount,3
5668,2480,Next Steps Discussed,Buying Signal,2
5669,2480,Pricing - Volume Discount,Pricing,5
5670,2482,Security - SOC2 Compliance,Security,3
5671,2482,Competitor - CompetitorD,Competitor,7
5672,2482,Technical - Custom Workflow Needs,Technical,7
5673,2483,Competitor - Open Source Alternative,Competitor,6
5674,2483,Risk - Stakeholder Pushback,Risk,3
5675,2483,Next Steps Discussed,Buying Signal,2
5676,2483,Competitor - CompetitorB,Competitor,1
5677,2483,Objection - Team Adoption Concern,Objection,6
5678,2483,Technical - Data Migration Plan,Technical,5
5679,2483,Risk - Legal Blockers,Risk,5
5680,2483,Objection - Switching Cost,Objection,2
5681,2484,Risk - Budget Freeze,Risk,1
5682,2484,Risk - Champion Leaving,Risk,3
5683,2484,Competitor - CompetitorD,Competitor,4
5684,2484,Budget - Approved,Budget,2
5685,2484,POC Requested,Buying Signal,3
5686,2485,Technical - Performance Requirements,Technical,2
5687,2485,Next Steps Discussed,Buying Signal,2
5688,2487,Competitor - CompetitorA,Competitor,2
5689,2488,Next Steps Discussed,Buying Signal,4
5690,2488,Pricing - Compared to Competitor,Pricing,2
5691,2488,Objection - Team Adoption Concern,Objection,3
5692,2488,Decision Timeline Confirmed,Buying Signal,8
5693,2488,Budget - Needs Approval,Budget,6
5694,2488,Reference Call Requested,Buying Signal,7
5695,2490,Discount - Competitive Match,Discount,2
5696,2490,Technical - SSO / SAML Setup,Technical,-6
5697,2490,Pricing - Enterprise Tier,Pricing,5
5698,2490,Pricing - Volume Discount,Pricing,4
5699,2490,Risk - Budget Freeze,Risk,2
5700,2491,Security - Penetration Testing,Security,5
5701,2491,Discount - End of Quarter,Discount,8
5702,2491,Competitor - CompetitorB,Competitor,7
5703,2491,,,7
5704,2491,Security - SSO Requirement,Security,5
5705,2495,Security - Data Residency,Security,6
5706,2495,Technical - API Integration,Technical,8
5707,2495,Discount - End of Quarter,Discount,6
5708,2495,Competitor - Open Source Alternative,Competitor,8
5709,2497,Risk - Budget Freeze,Risk,1
5710,2498,Risk - Budget Freeze,Risk,8
5711,2498,Security - SSO Requirement,Security,1
5712,2498,Competitor - Open Source Alternative,Competitor,4
5713,2498,Budget - Reallocating Funds,Budget,4
5714,2502,POC Requested,Buying Signal,4
5715,2502,,,5
5716,2504,Budget - Freeze Mentioned,Budget,6
5717,2504,Pricing - Volume Discount,Pricing,1
5718,2505,Discount - Multi-Year Ask,Discount,7
5719,2505,Objection - Missing Feature,Objection,3
5720,2505,Next Steps Discussed,Buying Signal,2
5721,2505,Competitor - CompetitorB,Competitor,7
5722,2507,Budget - Freeze Mentioned,Budget,7
5723,2507,Technical - Data Migration Plan,Technical,5
5724,2507,POC Requested,Buying Signal,3
5725,2507,Pricing - Requested Quote,Pricing,5
5726,2507,Pricing - Compared to Competitor,Pricing,2
5727,2507,Risk - No Decision Likely,Risk,8
5728,2508,Risk - Champion Leaving,Risk,5
5729,2508,Pricing - Compared to Competitor,Pricing,2
