call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
1612,1218,11,2024-12-19T09:15:00,,Outbound,Discovery,Completed,6,0.41,175,9,False
1613,3340,6,2024-03-18T14:15:00,24,Inbound,Negotiation,Rescheduled,1,,,0,False
1614,2630,11,2022-06-04T11:15:00,33,Outbound,QBR,Completed,5,0.56,100,9,False
1615,371,8,2023-08-29T10:00:00,-32,Outbound,Negotiation,Completed,6,0.59,233,8,False
1616,1864,13,2024-12-09T17:45:00,27,Outbound,Check-In,Completed,6,0.9,252,9,False
1617,719,1,2024-11-22T14:30:00,37,Inbound,Check-In,Completed,4,0.37,155,18,False
1618,1456,7,2024-12-22T14:00:00,3,Inbound,QBR,Voicemail,1,,,0,False
1619,2471,8,2024-11-20T15:30:00,0,Outbound,Negotiation,No Show,1,,,0,False
1620,297,11,2024-01-30T13:00:00,0,Outbound,Negotiation,No Show,1,,,0,False
1621,3755,9,2021-02-25T09:15:00,37,Inbound,Technical Deep Dive,Completed,4,0.58,277,9,True
1622,1821,10,2022-08-07T10:15:00,30,Outbound,Follow-Up,Completed,4,0.72,213,5,False
1623,3410,6,2024-04-05T15:30:00,27,Outbound,Discovery,Completed,3,0.51,62,18,False
1624,151,16,2024-12-29T09:15:00,57,Inbound,Follow-Up,Completed,7,0.57,240,12,False
1625,2020,10,2024-12-29T12:45:00,0,Outbound,Demo,No Show,1,,,0,False
1626,529,12,2023-07-28T10:45:00,1,Outbound,Discovery,Voicemail,1,,,0,False
1627,4206,16,2023-08-30T11:30:00,40,Outbound,Discovery,Completed,7,0.47,104,14,False
1628,1453,13,2024-12-12T14:15:00,55,Outbound,Demo,Completed,4,0.85,247,9,False
1629,1658,15,2024-12-19T16:30:00,20,Outbound,Check-In,Completed,7,0.7,103,3,True
1630,4392,1,2024-12-10T09:30:00,35,Outbound,QBR,Completed,8,0.33,64,9,True
1631,1729,5,2030-06-15T10:00:00,35,Outbound,Follow-Up,Completed,2,0.68,126,8,True
1632,3206,3,2024-08-12T15:15:00,43,Outbound,Discovery,Completed,2,0.39,93,20,True
1633,1321,2,2024-12-02T10:45:00,46,Outbound,Demo,Completed,8,0.36,137,8,False
1634,4660,12,2024-05-05T11:30:00,56,Outbound,Technical Deep Dive,Completed,6,0.6,98,5,False
1635,3180,3,2024-07-04T08:45:00,20,Outbound,Check-In,Completed,7,0.6,176,13,True
1636,2169,1,2024-12-29T09:30:00,56,Inbound,Discovery,Completed,7,0.63,42,19,True
1637,4271,15,2024-12-04T10:30:00,19,Inbound,Technical Deep Dive,Completed,2,0.7,274,9,False
1638,2673,1,2024-08-10T13:15:00,48,Outbound,Demo,Rescheduled,1,,,0,False
1639,3142,8,2024-12-08T11:00:00,25,Outbound,Technical Deep Dive,Completed,2,0.41,207,5,True
1640,3876,7,2024-05-23T15:45:00,-43,Outbound,QBR,Completed,6,0.64,129,7,True
1641,3039,15,2023-05-20T11:15:00,48,Outbound,Check-In,Completed,4,0.72,142,11,True
1642,1786,9,2024-08-12T13:45:00,24,Outbound,Follow-Up,Completed,5,0.69,46,5,True
1643,1693,9,2022-09-24T13:00:00,39,Outbound,Demo,Completed,8,0.6,226,16,True
1644,3061,2,2021-11-26T13:30:00,17,Outbound,Follow-Up,Completed,4,0.55,286,12,False
1645,4680,7,2024-07-11T14:30:00,42,Outbound,QBR,Completed,5,0.54,87,9,True
1646,1634,13,2023-04-08T12:00:00,55,Outbound,Check-In,Completed,6,0.59,248,5,False
1647,701,6,2024-11-22T13:45:00,58,Outbound,Discovery,Completed,6,0.38,107,5,False
1648,3834,7,2024-06-08T10:30:00,,Outbound,Technical Deep Dive,Completed,2,1.33,234,5,False
1649,3511,7,2024-12-14T13:45:00,3,Inbound,Check-In,Voicemail,1,,,0,False
1650,2021,10,2024-05-28T14:00:00,15,Inbound,Negotiation,Completed,7,0.6,58,18,True
1651,2092,6,2021-11-02T14:00:00,50,Outbound,Check-In,Completed,6,0.69,221,11,False
1652,4535,11,2024-12-26T16:00:00,59,Inbound,QBR,Completed,2,0.39,102,10,True
1653,2561,12,2023-02-27T15:30:00,20,Outbound,Follow-Up,Completed,3,0.71,73,7,True
1654,1878,16,2024-10-29T17:30:00,53,Inbound,Check-In,Completed,2,0.69,217,10,True
1655,3342,14,2022-06-11T15:30:00,1,Outbound,Discovery,Voicemail,1,,,0,False
1656,1937,1,2024-12-28T15:45:00,37,Inbound,Discovery,Completed,5,0.51,69,8,True
1657,1526,1,2024-12-01T13:45:00,,Outbound,Demo,Completed,2,0.77,81,9,False
1658,3363,10,2024-11-21T13:45:00,54,Outbound,Check-In,Completed,7,0.65,101,13,False
1659,1325,7,2021-01-03T10:00:00,0,Outbound,Demo,No Show,1,,,0,False
1660,4736,14,2024-12-20T15:45:00,56,Inbound,Follow-Up,Completed,6,0.78,32,6,False
1661,1299,7,2023-05-08T13:00:00,30,Outbound,Follow-Up,Completed,3,0.57,183,4,True
1662,1664,8,2024-10-31T14:45:00,57,Inbound,QBR,Completed,5,0.43,62,8,True
1663,2351,13,2024-11-19T12:15:00,48,Inbound,Check-In,Rescheduled,1,,,0,False
1664,3279,9,2023-04-14T10:15:00,43,Inbound,Discovery,Completed,3,0.43,103,6,False
1665,1830,2,2022-10-02T14:30:00,30,Outbound,QBR,Completed,3,0.69,165,7,True
1666,4051,4,2024-03-22T10:00:00,54,Outbound,Check-In,Completed,4,0.58,171,4,True
1667,3339,1,2023-07-08T13:15:00,40,Outbound,Technical Deep Dive,Completed,6,0.54,142,4,True
1668,4236,2,2024-10-04T14:15:00,,Outbound,Discovery,Completed,6,0.45,138,12,False
1669,3544,8,2024-09-24T13:45:00,31,Outbound,Negotiation,Completed,6,0.51,67,6,True
1670,3182,5,2024-01-24T11:15:00,44,Outbound,Demo,Completed,4,0.39,131,16,True
1671,4303,5,2024-12-12T10:45:00,44,Inbound,Check-In,Completed,2,0.6,94,13,False
1672,3815,13,2023-08-10T09:15:00,35,Inbound,Demo,Completed,2,0.54,155,10,True
1673,2387,16,2024-12-01T08:30:00,30,Outbound,Check-In,Completed,4,0.49,129,12,False
1674,1664,8,2024-12-28T10:45:00,46,Outbound,Follow-Up,Completed,8,0.65,76,9,False
1675,3676,9,2030-06-15T10:00:00,51,Inbound,QBR,Completed,7,0.5,149,17,True
1676,3312,16,2024-10-04T14:00:00,49,Outbound,Technical Deep Dive,Completed,8,0.44,47,12,True
1677,12,9,2024-05-21T10:15:00,,Outbound,Negotiation,Completed,5,0.44,177,6,True
1678,2609,5,2021-06-06T12:30:00,53,Outbound,Follow-Up,Completed,5,0.56,217,12,False
1679,3419,14,2023-01-07T12:30:00,56,Inbound,Technical Deep Dive,Completed,3,0.56,234,13,False
1680,3880,1,2024-02-21T13:15:00,17,Outbound,Discovery,Completed,6,0.32,164,10,True
1681,2359,8,2030-06-15T10:00:00,56,Outbound,Follow-Up,Completed,6,0.41,65,17,False
1682,3372,5,2024-12-30T13:45:00,0,Outbound,Negotiation,No Show,1,,,0,False
1683,2092,6,2021-10-16T11:45:00,37,Outbound,Discovery,Completed,6,0.51,66,6,False
1684,4263,12,2024-12-31T14:00:00,3,Outbound,Follow-Up,Voicemail,1,,,0,False
1685,424,1,2024-03-26T15:15:00,46,Inbound,Check-In,Completed,5,0.72,64,2,False
1686,1837,9,2022-05-08T09:30:00,29,Inbound,Follow-Up,Completed,7,0.63,189,9,False
1687,3093,4,2024-05-10T11:45:00,57,Outbound,Demo,Rescheduled,1,,,0,False
1688,481,13,2023-07-18T08:15:00,46,Outbound,Check-In,Completed,5,0.73,119,5,False
1689,3574,3,2024-12-07T14:45:00,49,Outbound,Demo,Completed,8,0.49,95,22,True
1690,4993,12,2024-08-22T10:45:00,38,Outbound,Technical Deep Dive,Completed,8,0.84,172,9,False
1691,4932,12,2024-05-17T11:15:00,57,Inbound,Negotiation,Completed,8,0.55,167,6,False
1692,1327,11,2024-11-09T15:30:00,-58,Outbound,Check-In,Completed,8,0.53,48,10,False
1693,3189,7,2024-09-05T10:00:00,28,Inbound,Technical Deep Dive,Completed,2,0.44,77,7,False
1694,2811,5,2024-12-26T10:30:00,56,Inbound,Follow-Up,Completed,7,0.52,174,14,False
1695,585,14,2022-05-01T10:45:00,,Outbound,Demo,Rescheduled,1,,,0,False
1696,3187,16,2022-01-21T12:15:00,,Outbound,Check-In,Rescheduled,1,,,0,False
1697,764,16,2024-09-01T14:15:00,37,Inbound,Technical Deep Dive,Completed,7,0.42,150,10,False
1698,145,2,2023-10-24T14:30:00,57,Outbound,Demo,Completed,5,0.64,167,8,True
1699,1443,8,2024-05-22T13:15:00,0,Outbound,QBR,No Show,1,,,0,False
1700,4760,16,2024-12-31T14:00:00,0,Inbound,Follow-Up,No Show,1,,,0,False
1701,3045,15,2024-12-01T12:30:00,23,Inbound,Discovery,Completed,3,0.79,254,9,False
1702,2453,11,2024-08-05T14:00:00,20,Outbound,Technical Deep Dive,Completed,6,0.62,172,11,False
1703,3294,7,2024-12-09T10:00:00,0,Inbound,Follow-Up,No Show,1,,,0,False
1704,3092,8,2023-01-09T09:30:00,47,Outbound,Check-In,Completed,7,0.71,211,11,False
1705,593,13,2024-12-28T10:15:00,43,Outbound,Technical Deep Dive,Completed,5,1.27,284,4,True
1706,4022,5,2024-10-14T15:00:00,32,Inbound,Check-In,Completed,4,1.29,76,19,True
1707,1129,5,2024-12-30T10:00:00,25,Outbound,Technical Deep Dive,Completed,8,0.81,147,6,False
1708,2262,2,2023-01-12T11:45:00,44,Outbound,Demo,Rescheduled,1,,,0,False
1709,94,11,2024-10-23T12:00:00,44,Outbound,Follow-Up,Completed,5,0.69,65,1,True
1710,1290,1,2023-05-22T14:00:00,2,Outbound,Negotiation,Voicemail,1,,,0,False
1711,2290,14,2023-07-31T11:15:00,0,Outbound,QBR,No Show,1,,,0,False
1712,535,13,2024-10-19T13:45:00,31,Outbound,Follow-Up,Completed,4,0.75,224,12,True
1713,2099,6,2022-07-16T12:45:00,54,Outbound,Discovery,Rescheduled,1,,,0,False
1714,4109,15,2024-07-24T15:15:00,38,Outbound,Follow-Up,Rescheduled,1,,,0,False
1715,3504,14,2024-04-12T16:45:00,42,Inbound,Check-In,Rescheduled,1,,,0,False
1716,2227,13,2023-06-03T12:00:00,49,Outbound,Discovery,Completed,4,0.91,105,2,False
1717,4331,10,2024-11-13T13:45:00,15,Outbound,Discovery,Completed,4,0.41,179,6,False
1718,2041,8,2024-09-08T13:45:00,31,Outbound,Negotiation,Completed,4,1.22,147,7,False
1719,2103,7,2022-12-19T10:00:00,37,Outbound,Discovery,Completed,4,0.7,208,11,False
1720,3741,5,2021-09-25T15:45:00,53,Outbound,Negotiation,Completed,5,0.38,220,7,False
1721,1776,5,2024-01-07T13:45:00,26,Outbound,Negotiation,Completed,4,0.63,103,5,True
1722,1553,8,2023-05-12T16:30:00,33,Outbound,QBR,Completed,2,0.41,167,20,True
1723,1866,13,2024-08-22T12:00:00,38,Inbound,Check-In,Completed,7,1.03,183,5,True
1724,554,11,2024-09-25T13:00:00,55,Outbound,Demo,Completed,2,0.6,137,16,True
1725,4144,4,2024-08-13T16:45:00,52,Inbound,Negotiation,Completed,6,0.58,65,15,True
1726,4329,9,2030-06-15T10:00:00,26,Outbound,Follow-Up,Completed,7,0.64,97,3,False
1727,249,9,2023-03-08T11:15:00,38,Outbound,Negotiation,Completed,2,0.71,276,7,False
1728,1690,2,2030-06-15T10:00:00,56,Outbound,Follow-Up,Rescheduled,1,,,0,False
1729,1848,13,2024-12-09T12:45:00,19,Inbound,Check-In,Completed,7,0.65,199,9,False
1730,4892,12,2021-07-29T17:30:00,,Outbound,QBR,Completed,5,0.76,211,3,False
1731,3899,6,2022-02-22T11:45:00,0,Outbound,Demo,No Show,1,,,0,False
1732,1920,5,2023-11-12T13:45:00,56,Outbound,Demo,Completed,4,0.63,239,9,False
1733,1483,3,2024-12-14T11:15:00,33,Outbound,Demo,Completed,7,0.34,59,20,True
1734,4870,15,2024-12-13T12:30:00,19,Inbound,Discovery,Completed,4,0.71,188,7,False
1735,4649,9,2022-01-25T15:00:00,51,Inbound,QBR,Completed,4,0.41,43,6,True
1736,4102,16,2024-09-01T13:15:00,32,Outbound,Technical Deep Dive,Completed,7,0.72,81,12,False
1737,946,5,2024-05-24T14:30:00,34,Outbound,Check-In,Completed,3,0.42,118,6,False
1738,868,7,2024-05-24T17:30:00,0,Inbound,Technical Deep Dive,No Show,1,,,0,False
1739,3224,12,2023-10-12T13:00:00,34,Inbound,Follow-Up,Completed,5,0.72,63,6,True
1740,2745,8,2021-07-28T13:30:00,40,Outbound,Demo,Completed,8,0.67,66,13,True
1741,2688,8,2030-06-15T10:00:00,55,Outbound,Follow-Up,Completed,5,0.44,70,25,False
1742,1939,3,2023-10-30T12:15:00,0,Inbound,Demo,No Show,1,,,0,False
1743,1273,5,2024-09-12T14:00:00,20,Outbound,Demo,Completed,7,0.51,144,5,False
1744,95,12,2022-05-30T15:45:00,0,Inbound,Demo,No Show,1,,,0,False
1745,1236,3,2023-09-01T14:15:00,31,Outbound,Follow-Up,Completed,4,0.38,186,12,True
1746,4491,15,2024-12-29T13:15:00,47,Inbound,Demo,Completed,7,0.7,41,9,False
1747,1245,5,2021-08-20T14:00:00,34,Inbound,Demo,Completed,2,0.6,169,11,True
1748,1241,12,2024-10-15T09:30:00,55,Inbound,Demo,Rescheduled,1,,,0,False
1749,4872,10,2024-12-22T09:45:00,59,Inbound,Follow-Up,Completed,3,0.75,293,4,True
1750,3468,10,2024-12-23T13:15:00,17,Outbound,Discovery,Completed,8,0.39,184,3,True
1751,2295,2,2021-01-23T09:30:00,3,Outbound,Check-In,Voicemail,1,,,0,False
1752,1785,6,2022-08-18T13:15:00,40,Outbound,Demo,Completed,6,0.53,121,11,True
1753,4955,11,2024-09-05T16:30:00,30,Outbound,Discovery,Completed,2,0.72,222,3,True
1754,358,15,2022-08-05T15:00:00,52,Inbound,Check-In,Completed,4,0.69,88,4,True
1755,3958,2,2022-10-16T10:00:00,46,Inbound,Check-In,Rescheduled,1,,,0,False
1756,1227,15,2024-12-04T15:45:00,46,Inbound,Check-In,Completed,8,0.72,236,4,True
1757,3549,3,2024-01-23T15:30:00,34,Inbound,Technical Deep Dive,Completed,7,0.6,138,12,False
1758,3374,4,2023-08-23T13:15:00,,Outbound,Check-In,Completed,7,0.77,232,6,False
1759,2825,6,2024-05-06T13:30:00,53,Inbound,Negotiation,Rescheduled,1,,,0,False
1760,4496,15,2022-03-29T11:30:00,28,Outbound,Discovery,Completed,4,0.6,46,3,True
1761,92,8,2024-12-28T09:45:00,37,Outbound,Follow-Up,Completed,3,0.59,240,11,False
1762,2936,6,2023-04-25T16:45:00,44,Outbound,Technical Deep Dive,Completed,7,0.77,150,10,True
1763,3463,7,2023-09-25T11:15:00,29,Inbound,Discovery,Completed,6,0.61,85,16,False
1764,237,6,2023-09-26T14:00:00,46,Outbound,Negotiation,Completed,8,0.39,140,13,False
1765,2784,8,2023-02-17T16:15:00,27,Inbound,Negotiation,Completed,6,0.56,68,8,False
1766,3216,12,2024-09-21T09:30:00,47,Outbound,Negotiation,Rescheduled,1,,,0,False
1767,2361,1,2022-02-02T11:15:00,33,Inbound,Discovery,Completed,7,1.43,200,12,False
1768,4819,6,2030-06-15T10:00:00,32,Inbound,QBR,Completed,7,0.53,90,5,False
1769,4656,12,2022-09-07T15:00:00,37,Inbound,Negotiation,Completed,6,0.54,239,12,True
1770,4904,6,2024-11-28T12:45:00,48,Outbound,Follow-Up,Completed,8,0.58,160,13,False
1771,479,8,2024-07-03T11:00:00,21,Outbound,Check-In,Completed,6,0.72,174,6,False
1772,2996,10,2020-04-16T10:15:00,59,Outbound,Negotiation,Completed,8,0.62,65,9,False
1773,1321,2,2024-12-14T10:45:00,50,Outbound,Discovery,Completed,6,0.41,124,22,True
1774,3082,12,2024-08-12T09:30:00,,Outbound,Technical Deep Dive,Completed,8,0.46,211,9,False
1775,842,11,2024-05-13T14:30:00,49,Inbound,Negotiation,Rescheduled,1,,,0,False
1776,731,5,2023-07-25T10:00:00,48,Outbound,Discovery,Completed,4,0.54,48,17,False
1777,1209,7,2024-11-20T10:00:00,42,Outbound,Negotiation,Completed,5,0.55,41,19,False
1778,664,1,2023-10-03T10:00:00,21,Outbound,QBR,Completed,7,0.49,186,10,False
1779,2543,16,2024-09-27T15:00:00,18,Outbound,QBR,Rescheduled,1,,,0,False
1780,1240,3,2030-06-15T10:00:00,20,Inbound,Demo,Completed,2,0.31,122,9,False
1781,4829,12,2024-01-11T10:45:00,0,Outbound,Discovery,No Show,1,,,0,False
1782,4431,3,2024-06-18T09:00:00,30,Outbound,Discovery,Completed,3,0.42,56,18,False
1783,4555,12,2024-06-01T13:00:00,30,Outbound,Follow-Up,Completed,4,0.74,283,11,False
1784,4377,3,2022-04-20T15:00:00,20,Outbound,Demo,Completed,4,0.73,93,6,False
1785,3833,16,2024-09-30T12:45:00,-19,Outbound,QBR,Completed,2,0.74,96,8,False
1786,1645,16,2024-12-29T16:45:00,,Outbound,Discovery,No Show,1,,,0,False
1787,4831,8,2023-08-17T09:45:00,44,Outbound,Follow-Up,Completed,6,0.57,181,18,True
1788,2062,8,2024-10-26T12:15:00,0,Outbound,Demo,No Show,1,,,0,False
1789,1710,5,2024-12-31T10:30:00,36,Outbound,Technical Deep Dive,Completed,7,0.35,140,19,False
1790,2387,16,2024-12-28T10:30:00,20,Inbound,QBR,Completed,6,1.2,108,3,False
1791,75,1,2022-05-26T12:45:00,51,Outbound,Check-In,Rescheduled,1,,,0,False
1792,3083,5,2024-01-04T12:00:00,56,Outbound,Demo,Completed,3,0.43,191,9,True
1793,1940,2,2024-12-31T12:00:00,31,Outbound,QBR,Completed,4,0.39,113,14,True
1794,4597,12,2024-02-16T13:15:00,16,Inbound,Check-In,Completed,8,0.41,225,6,True
1795,303,15,2024-12-19T10:45:00,48,Outbound,Negotiation,Completed,6,0.51,187,16,False
1796,1926,9,2022-05-29T13:45:00,42,Outbound,Discovery,Completed,4,0.69,165,13,True
1797,1483,3,2024-12-12T12:00:00,41,Inbound,Technical Deep Dive,Completed,5,0.31,159,9,False
1798,2770,15,2024-12-26T10:45:00,45,Inbound,Check-In,Completed,8,0.74,53,3,False
1799,4267,8,2030-06-15T10:00:00,58,Outbound,Follow-Up,Completed,6,0.64,237,18,True
1800,4070,14,2024-12-31T10:00:00,3,Outbound,Demo,Voicemail,1,,,0,False
1801,1931,1,2024-12-27T11:30:00,18,Inbound,Negotiation,Completed,3,0.54,152,6,True
1802,978,6,2024-12-26T15:00:00,27,Outbound,Discovery,Completed,6,0.63,31,11,False
1803,1952,7,2022-11-19T08:15:00,25,Inbound,Check-In,Completed,2,0.36,159,15,False
1804,1405,10,2020-12-19T10:00:00,35,Inbound,Follow-Up,Rescheduled,1,,,0,False
1805,2906,4,2030-06-15T10:00:00,38,Outbound,Demo,Completed,6,0.49,221,12,False
1806,1118,3,2023-04-11T10:00:00,49,Outbound,Follow-Up,Completed,8,0.61,189,7,True
1807,151,16,2024-12-27T08:45:00,50,Inbound,Follow-Up,Completed,7,0.57,134,4,False
1808,39,1,2024-12-16T11:15:00,42,Inbound,Follow-Up,Completed,7,0.63,47,8,True
1809,618,11,2022-08-20T09:45:00,0,Outbound,QBR,No Show,1,,,0,False
1810,4747,13,2021-12-13T16:15:00,22,Outbound,Discovery,Completed,2,0.5,133,12,True
1811,3534,11,2024-11-06T16:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
1812,3115,8,2024-10-23T13:00:00,40,Inbound,QBR,Completed,4,0.65,124,13,True
1813,3016,11,2024-12-29T11:30:00,55,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
1814,4726,1,2024-08-12T12:30:00,52,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
1815,4650,6,2024-06-28T11:15:00,29,Outbound,Check-In,Completed,2,0.37,37,5,False
1816,3975,4,2023-11-17T14:00:00,24,Outbound,Follow-Up,Completed,8,0.35,104,13,True
1817,3545,1,2024-11-03T09:45:00,28,Outbound,Follow-Up,Completed,2,1.06,188,15,False
1818,4440,15,2024-12-20T09:30:00,51,Outbound,Follow-Up,Completed,8,0.57,169,9,True
1819,3610,12,2024-12-24T14:15:00,2,Inbound,Technical Deep Dive,Voicemail,1,,,0,False
1820,797,11,2023-08-12T10:30:00,0,Outbound,Discovery,No Show,1,,,0,False
1821,3350,10,2021-04-30T14:30:00,37,Outbound,Technical Deep Dive,Completed,4,0.33,169,11,True
1822,891,14,2024-12-15T12:45:00,47,Outbound,Check-In,Completed,6,0.62,92,4,True
1823,3997,1,2023-02-22T16:15:00,48,Outbound,Check-In,Rescheduled,1,,,0,False
1824,1915,1,2021-09-24T08:00:00,18,Outbound,Demo,Completed,6,0.46,74,6,True
1825,2882,1,2024-12-03T09:15:00,37,Outbound,Demo,Completed,4,0.7,225,12,False
1826,2643,5,2021-09-04T12:45:00,49,Outbound,Check-In,Rescheduled,1,,,0,False
1827,465,11,2024-07-09T16:00:00,53,Outbound,QBR,Completed,2,0.4,237,5,True
1828,548,4,2024-12-27T13:45:00,31,Outbound,Follow-Up,Completed,6,0.35,165,10,True
1829,2029,6,2022-02-21T12:15:00,36,Outbound,Check-In,Completed,4,0.52,66,5,True
1830,3998,4,2021-08-05T15:30:00,25,Outbound,Demo,Completed,7,0.55,241,11,True
1831,1221,4,2024-04-13T15:00:00,23,Outbound,Technical Deep Dive,Completed,3,0.4,72,13,True
1832,4369,2,2023-11-24T13:15:00,54,Outbound,QBR,Completed,6,0.75,200,18,False
1833,2287,11,2024-06-15T14:00:00,44,Outbound,QBR,Completed,7,0.39,190,7,True
1834,296,9,2023-12-23T11:15:00,33,Outbound,QBR,Completed,4,0.64,126,18,True
1835,1944,6,2022-03-17T11:30:00,15,Inbound,Negotiation,Completed,6,0.36,62,6,False
1836,279,7,2024-06-12T14:30:00,52,Outbound,QBR,Completed,5,0.37,167,19,False
1837,1119,4,2024-02-24T16:45:00,20,Outbound,QBR,Completed,5,0.69,126,9,False
1838,2820,4,2024-08-15T12:15:00,19,Outbound,QBR,Completed,8,0.56,109,13,False
1839,567,6,2023-12-24T10:30:00,26,Inbound,Negotiation,Completed,5,0.56,145,20,True
1840,4639,8,2024-11-23T16:15:00,29,Inbound,Discovery,Completed,3,0.5,215,11,False
1841,2789,2,2024-12-27T10:15:00,0,Outbound,Discovery,No Show,1,,,0,False
1842,2787,2,2022-06-19T12:30:00,39,Outbound,Check-In,Completed,7,0.33,227,18,True
1843,230,5,2023-09-09T14:00:00,37,Outbound,Follow-Up,Completed,2,0.38,129,18,True
1844,1911,16,2024-06-09T17:15:00,51,Inbound,Follow-Up,Rescheduled,1,,,0,False
1845,2048,4,2024-11-27T14:15:00,29,Inbound,Check-In,Rescheduled,1,,,0,False
1846,2352,5,2024-02-06T10:15:00,26,Outbound,Follow-Up,Completed,7,0.46,182,11,False
1847,520,4,2023-04-04T15:45:00,28,Outbound,Demo,Completed,3,0.6,75,17,False
1848,540,14,2022-05-28T08:45:00,30,Outbound,Follow-Up,Completed,8,0.43,68,10,True
1849,2149,11,2024-11-28T14:30:00,3,Outbound,Check-In,Voicemail,1,,,0,False
1850,1822,3,2024-12-05T16:30:00,34,Inbound,Follow-Up,Completed,4,0.49,130,19,True
1851,4035,1,2022-06-19T12:45:00,54,Inbound,Demo,Completed,5,0.36,234,10,True
1852,292,15,2024-11-16T12:45:00,0,Outbound,Demo,No Show,1,,,0,False
1853,2616,12,2021-07-31T13:15:00,52,Outbound,Negotiation,Completed,8,0.54,79,17,False
1854,2747,12,2024-07-31T09:30:00,31,Outbound,Demo,Completed,6,0.44,231,3,True
1855,4277,7,2024-08-06T14:00:00,45,Outbound,Follow-Up,Completed,6,0.41,68,4,False
1856,1589,12,2024-06-06T11:00:00,33,Inbound,Discovery,Rescheduled,1,,,0,False
1857,1565,11,2024-03-13T14:00:00,47,Outbound,Discovery,Completed,6,0.62,61,8,False
1858,798,5,2023-06-09T11:15:00,22,Outbound,Demo,Completed,6,0.51,182,16,False
1859,311,5,2024-12-05T08:45:00,60,Outbound,Discovery,Completed,8,0.51,195,6,False
1860,4106,4,2024-11-28T12:45:00,52,Outbound,QBR,Completed,7,0.54,163,6,True
1861,4448,1,2024-03-22T12:30:00,15,Outbound,Demo,Completed,3,0.56,201,8,True
1862,328,8,2024-03-08T14:30:00,3,Inbound,Technical Deep Dive,Voicemail,1,,,0,False
1863,4088,15,2024-08-28T12:45:00,57,Outbound,Negotiation,Completed,5,0.81,66,2,False
1864,1955,14,2024-05-18T16:45:00,23,Outbound,Discovery,Completed,4,0.75,191,2,False
1865,3167,8,2022-06-27T11:00:00,52,Outbound,Discovery,Completed,3,0.5,34,16,False
1866,1005,4,2024-02-06T09:00:00,28,Outbound,Check-In,Completed,4,0.7,186,15,True
1867,67,13,2021-10-19T14:15:00,0,Outbound,Follow-Up,No Show,1,,,0,False
1868,1041,13,2023-09-25T14:15:00,,Outbound,Negotiation,Completed,6,0.58,286,6,True
1869,4592,11,2023-01-07T14:15:00,44,Inbound,Demo,Completed,5,0.83,185,13,True
1870,4102,16,2024-10-27T12:00:00,21,Outbound,Discovery,Completed,4,0.87,91,10,False
1871,1621,16,2024-12-31T13:15:00,33,Outbound,Check-In,Completed,6,0.81,209,5,True
1872,2263,6,2021-02-02T10:00:00,42,Outbound,Follow-Up,Completed,8,0.44,33,4,False
1873,1683,10,2024-12-28T10:15:00,59,Inbound,Demo,Completed,7,0.45,76,5,False
1874,163,13,2022-08-14T13:30:00,50,Outbound,Follow-Up,Completed,8,0.9,103,2,True
1875,1576,5,2022-04-27T11:45:00,43,Outbound,QBR,Completed,5,0.39,110,16,True
1876,3519,12,2022-05-11T15:15:00,41,Outbound,Follow-Up,Rescheduled,1,,,0,False
1877,2621,3,2024-03-11T15:00:00,55,Outbound,Discovery,Completed,8,0.68,159,2,True
1878,3843,10,2022-05-19T15:00:00,36,Inbound,Demo,Completed,7,0.53,119,12,False
1879,885,13,2024-12-11T12:00:00,30,Outbound,Negotiation,Completed,4,0.64,205,12,True
1880,3009,4,2022-03-16T13:00:00,30,Outbound,Check-In,Completed,3,0.55,139,6,False
1881,997,1,2024-06-24T14:45:00,23,Outbound,Discovery,Completed,8,0.59,88,12,True
1882,4454,2,2024-01-12T14:45:00,0,Inbound,QBR,No Show,1,,,0,False
1883,3183,16,2024-05-31T15:30:00,24,Outbound,Technical Deep Dive,Completed,3,0.47,114,12,False
1884,2045,13,2024-12-19T08:00:00,33,Outbound,Demo,Completed,7,0.71,192,7,False
1885,2887,1,2024-06-04T12:15:00,28,Inbound,Check-In,Completed,4,0.64,57,14,True
1886,605,10,2024-04-28T13:15:00,0,Outbound,QBR,No Show,1,,,0,False
1887,195,10,2024-07-13T13:30:00,27,Outbound,QBR,Completed,4,0.43,57,8,True
1888,1366,11,2024-07-07T09:30:00,57,Outbound,Technical Deep Dive,Completed,5,0.47,222,4,True
1889,3189,13,2021-10-30T16:00:00,18,Outbound,Demo,Completed,7,0.71,188,2,True
1890,3968,14,2024-08-04T11:45:00,42,Inbound,Demo,Completed,7,0.67,39,7,False
1891,3142,8,2024-12-09T13:45:00,23,Outbound,QBR,Completed,3,1.04,66,13,False
1892,3806,9,2024-12-25T12:45:00,34,Outbound,QBR,Rescheduled,1,,,0,False
1893,3703,5,2023-08-26T16:00:00,24,Inbound,Demo,Completed,8,0.47,129,15,False
1894,1922,12,2024-04-16T14:15:00,53,Inbound,Discovery,Completed,5,0.54,39,1,False
1895,1979,8,2022-04-19T15:15:00,1,Outbound,Demo,Voicemail,1,,,0,False
