activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
7136,3456,12,Ad Click,2023-02-20T16:06:00,
7137,2355,111,Ad Click,2022-04-10T08:44:00,direct
7138,2481,,Form Fill,2021-10-03T07:58:00,direct
7139,7009,151,Email Open,2023-10-23T22:20:00,
7140,2113,118,Content Download,2024-05-05T14:59:00,
7141,7286,41,Email Click,2022-07-06T17:47:00,
7142,2887,81,Webinar Registration,2021-05-14T02:22:00,
7143,1835,188,Webinar Attended,2021-12-02T12:59:00,
7144,3932,53,Email Open,2024-12-11T00:00:00,
7145,6032,98,Email Click,2020-03-31T08:11:00,
7146,551,,Email Bounce,2024-02-20T18:31:00,
7147,5416,180,Email Open,2024-04-28T10:36:00,
7148,7699,148,Page Visit,2024-03-25T13:04:00,facebook
7149,1422,164,Webinar Attended,2021-09-20T17:49:00,
7150,1952,161,Email Open,2022-03-02T15:19:00,
7151,901,99,Page Visit,2022-03-21T07:39:00,
7152,4279,29,Email Click,2020-06-29T03:34:00,
7153,1987,99,Webinar Registration,2022-04-21T14:09:00,
7154,6999,95,Form Fill,2021-07-28T02:24:00,referral
7155,4143,,Form Fill,2020-12-21T19:32:00,google
7156,244,192,Ad Click,2023-06-02T21:15:00,referral
7157,3953,148,Page Visit,2024-04-16T09:31:00,referral
7158,937,174,Content Download,2021-05-10T04:30:00,
7159,1741,168,Form Fill,2023-04-06T11:15:00,linkedin
7160,3714,181,Page Visit,2020-05-02T18:13:00,referral
7161,6908,85,Email Open,2023-10-01T21:44:00,
7162,7204,18,Webinar Attended,2020-06-05T08:46:00,
7163,5308,112,Email Click,2023-07-05T06:55:00,
7164,5545,143,Email Bounce,2021-03-29T08:19:00,
7165,6860,56,Page Visit,2024-10-01T18:57:00,referral
7166,4533,99,,2022-05-10T21:57:00,
7167,7424,184,Email Open,2020-03-18T16:52:00,
7168,2695,76,Email Bounce,2023-05-26T23:23:00,
7169,4358,16,Webinar Attended,2024-11-26T16:47:00,
7170,1896,48,Content Download,2023-09-09T03:11:00,
7171,5963,172,Webinar Registration,2024-02-06T11:10:00,
7172,5067,37,Email Open,2022-11-11T21:44:00,
7173,3853,176,Email Open,2023-09-20T17:30:00,
7174,5,48,Content Download,2023-09-06T02:06:00,
7175,824,4,Email Open,2022-09-06T17:10:00,
7176,4534,113,Form Fill,2023-01-31T03:12:00,google
7177,6237,102,Email Open,2023-02-28T10:20:00,
7178,5296,125,Email Click,2023-08-06T03:56:00,
7179,547,94,Email Open,2020-10-04T06:57:00,
7180,232,47,Content Download,2023-11-28T10:04:00,
7181,3117,2,Email Open,2020-02-23T08:27:00,
7182,3366,53,Content Download,2024-12-18T00:00:00,
7183,5906,187,Email Open,2024-05-12T04:40:00,
7184,643,88,Email Open,2023-09-03T22:57:00,
7185,7055,147,Page Visit,2020-10-21T11:28:00,facebook
7186,6472,33,Ad Click,2020-09-09T22:41:00,google
7187,6594,185,Page Visit,2022-09-12T02:05:00,facebook
7188,5624,166,Webinar Registration,2022-12-26T07:38:00,
7189,7614,51,Form Fill,2021-05-26T07:21:00,
7190,4068,102,Email Open,2023-01-31T10:53:00,
7191,3964,48,Form Fill,2023-08-07T07:07:00,linkedin
7192,1696,43,Email Open,2021-05-13T00:53:00,
7193,6802,185,Form Fill,2022-09-29T16:23:00,twitter
7194,4545,3,Ad Click,2022-02-08T01:11:00,
7195,6289,180,Webinar Attended,2024-05-02T12:40:00,
7196,2479,184,Email Open,2020-04-18T11:02:00,
7197,4758,143,Form Fill,2021-03-24T13:11:00,referral
7198,3983,179,Content Download,2020-10-07T11:56:00,
7199,3719,179,Email Open,2020-10-02T18:48:00,
7200,802,129,Email Open,2020-09-03T04:50:00,
7201,1222,63,Webinar Registration,2021-10-09T21:07:00,
7202,3494,61,Ad Click,2021-02-18T08:17:00,facebook
7203,7599,60,Content Download,2020-03-26T09:56:00,
7204,7276,119,Email Open,2024-08-10T19:54:00,
7205,425,37,Content Download,2022-11-18T02:50:00,
7206,4909,102,Email Open,2023-03-14T05:09:00,
7207,3218,21,Email Open,2024-12-20T02:09:00,
7208,1644,193,Form Fill,2022-02-20T11:56:00,google
7209,6420,104,Email Open,2024-03-17T14:52:00,
7210,980,83,Email Open,2022-12-19T20:11:00,
7211,3466,,Email Click,2022-07-02T04:23:00,
7212,3159,183,Unsubscribe,2020-07-26T17:06:00,
7213,3448,151,Form Fill,2023-11-09T23:59:00,linkedin
7214,3969,22,Form Fill,2024-12-25T03:44:00,linkedin
7215,4460,61,Email Open,2021-02-08T16:05:00,
7216,1508,88,Email Open,2023-09-18T03:15:00,
7217,2675,49,Content Download,2024-02-23T18:12:00,
7218,3667,51,Email Open,2021-06-04T14:54:00,
7219,2892,19,Webinar Registration,2020-02-26T10:44:00,
7220,5954,171,Content Download,2023-06-03T17:11:00,
7221,5729,66,Email Open,2021-03-25T11:30:00,
7222,7176,167,Form Fill,2030-03-15T14:30:00,twitter
7223,1200,10,Content Download,2021-07-23T07:55:00,
7224,6353,97,Ad Click,2020-09-05T01:57:00,google
7225,3154,136,Content Download,2024-09-13T23:21:00,
7226,6479,51,Email Open,2021-05-30T13:11:00,
7227,7187,146,Page Visit,2021-01-23T07:09:00,facebook
7228,5247,55,Ad Click,2024-07-28T10:50:00,referral
7229,5400,194,Unsubscribe,2023-04-16T16:50:00,
7230,1820,175,Content Download,2022-08-23T22:44:00,
7231,2646,77,Ad Click,2021-02-26T22:56:00,facebook
7232,1327,20,Email Open,2023-11-25T14:52:00,
7233,3389,170,Form Fill,2023-12-01T07:26:00,twitter
7234,3498,26,Content Download,2024-12-01T11:19:00,
7235,3082,168,Content Download,2023-04-08T12:16:00,
7236,4892,53,Webinar Registration,2024-12-28T00:00:00,
7237,495,169,Page Visit,2021-12-16T13:28:00,direct
7238,179,88,Email Open,2023-09-03T03:08:00,
7239,1330,64,Email Open,2030-03-15T14:30:00,
7240,3495,116,Page Visit,2020-12-11T01:17:00,
7241,6494,164,,2021-09-21T17:32:00,twitter
7242,1300,186,Email Open,2020-02-29T22:47:00,
7243,5400,49,Page Visit,2024-02-18T08:00:00,direct
7244,6849,146,Email Open,2020-12-17T04:56:00,
7245,4641,16,Ad Click,2024-11-22T04:54:00,
7246,2181,174,Email Click,2021-04-24T21:31:00,
7247,7134,78,Webinar Attended,2022-04-12T00:03:00,
7248,40,21,Email Click,2024-12-30T14:19:00,
7249,2522,120,Content Download,2020-04-15T03:03:00,
7250,573,165,Webinar Registration,2024-02-08T00:37:00,
7251,4795,19,Page Visit,2020-02-27T17:46:00,referral
7252,6297,11,Email Click,2024-07-16T04:03:00,
7253,6978,,Email Open,2022-12-15T00:36:00,
7254,413,100,Webinar Attended,2024-06-24T23:30:00,
7255,3766,11,Page Visit,2024-05-28T01:47:00,twitter
7256,1584,,Webinar Registration,2024-06-20T10:15:00,
7257,5817,40,Webinar Attended,2021-05-20T06:42:00,
7258,323,72,Email Open,2020-02-16T21:33:00,
7259,4071,2,Webinar Registration,2020-02-14T08:58:00,
7260,2878,20,Unsubscribe,2023-11-14T04:35:00,
7261,1118,85,Content Download,2023-10-02T06:18:00,
7262,1126,85,Webinar Attended,2023-09-26T14:53:00,
7263,3566,102,Email Click,2023-01-22T14:24:00,
7264,1286,131,Content Download,2021-01-27T13:44:00,
7265,1442,192,Page Visit,2023-06-11T07:55:00,google
7266,7797,29,Email Open,2020-05-09T01:49:00,
7267,7982,97,Page Visit,2020-09-05T02:30:00,twitter
7268,3691,191,Form Fill,2023-09-06T21:57:00,
7269,4795,3,Page Visit,2021-12-27T19:51:00,twitter
7270,3089,50,Email Open,2020-05-04T08:12:00,
7271,3767,20,Email Open,2023-11-06T22:42:00,
7272,5440,156,Content Download,2021-07-25T09:17:00,
7273,4351,30,Webinar Attended,2020-02-18T22:32:00,
7274,4169,80,Content Download,2021-08-13T18:20:00,
7275,2621,64,Form Fill,2023-07-30T08:05:00,linkedin
7276,5200,2,Webinar Registration,2020-03-01T04:38:00,
7277,2513,61,Ad Click,2021-02-12T20:10:00,referral
7278,2202,,Email Open,2024-05-30T19:24:00,
7279,128,22,Email Bounce,2024-11-20T08:44:00,
7280,1691,67,Email Open,2020-11-10T10:32:00,
7281,2883,,Form Fill,2021-04-22T21:47:00,twitter
7282,2315,16,Email Click,2024-11-20T05:23:00,
7283,7524,193,Page Visit,2022-03-08T05:33:00,facebook
7284,1183,85,Email Click,2023-09-27T04:13:00,
7285,6827,88,Content Download,2023-09-18T21:46:00,
7286,7725,48,Email Open,2023-08-03T01:04:00,
7287,6778,151,Email Open,2023-10-12T23:10:00,
7288,6102,157,Ad Click,2021-09-22T18:51:00,linkedin
7289,4409,149,Email Click,2021-04-12T05:24:00,
7290,6484,106,Form Fill,2021-05-14T12:00:00,linkedin
7291,6186,77,Form Fill,2021-04-29T18:14:00,direct
7292,7065,120,Webinar Attended,2020-04-15T10:26:00,
7293,2665,174,Form Fill,2021-02-06T07:28:00,referral
7294,4719,29,Email Open,2020-04-21T15:32:00,
7295,1590,86,Email Open,2023-11-11T09:33:00,
7296,7854,193,Email Open,2022-02-13T18:33:00,
7297,4383,78,Content Download,2022-04-11T22:41:00,
7298,6749,127,Page Visit,2020-01-12T22:11:00,referral
7299,7793,197,Form Fill,2024-07-25T06:55:00,referral
7300,34,,Page Visit,2023-03-05T00:21:00,linkedin
7301,2140,73,Unsubscribe,2021-07-30T21:35:00,
7302,6483,21,Email Click,2024-12-02T10:58:00,
7303,4250,,Form Fill,2020-04-11T11:32:00,referral
7304,7232,113,Email Open,2023-02-02T06:45:00,
7305,5630,106,Webinar Registration,2021-05-15T21:50:00,
7306,5733,64,Email Bounce,2023-07-10T01:14:00,
7307,7039,48,Content Download,2023-09-01T10:25:00,
7308,617,117,Email Bounce,2020-06-25T06:54:00,
7309,4896,44,Ad Click,2022-02-24T04:53:00,
7310,7629,31,Email Click,2024-04-03T12:28:00,
7311,3785,11,Form Fill,2024-07-01T11:43:00,linkedin
7312,2821,63,Email Click,2021-10-10T21:23:00,
7313,4011,182,Email Click,2022-02-02T18:57:00,
7314,886,137,Webinar Registration,2023-09-08T19:49:00,
7315,7606,85,Unsubscribe,2023-09-22T09:19:00,
7316,3353,86,Unsubscribe,2023-11-21T05:30:00,
7317,6394,75,Email Open,2023-04-21T07:58:00,
7318,7083,164,Webinar Attended,2021-09-22T04:41:00,
7319,7785,159,Email Click,2023-11-11T22:15:00,
7320,5000,181,Form Fill,2020-06-19T21:17:00,google
7321,5794,180,Unsubscribe,2024-04-02T09:14:00,
7322,2586,108,Form Fill,2024-11-21T01:39:00,twitter
7323,4928,89,Email Open,2023-08-19T04:40:00,
7324,7751,16,Email Click,2024-11-23T21:28:00,
7325,5092,166,Email Open,2023-03-06T08:36:00,
7326,7777,168,Form Fill,2023-04-07T15:38:00,facebook
7327,4817,,Page Visit,2023-02-07T13:16:00,referral
7328,7947,114,Email Open,2024-07-09T18:57:00,
7329,1872,82,Email Open,2020-04-05T00:19:00,
7330,1982,170,Unsubscribe,2023-12-01T05:27:00,
7331,6838,79,Form Fill,2023-09-29T01:48:00,facebook
7332,5716,130,Form Fill,2024-01-14T23:47:00,twitter
7333,1367,,Email Open,2022-04-21T01:57:00,
7334,103,,Content Download,2020-02-05T21:09:00,
7335,2062,159,Email Open,2023-10-05T16:05:00,
7336,7904,200,Ad Click,2021-04-19T11:01:00,google
7337,7067,165,Email Click,2024-01-09T03:04:00,
7338,4387,192,Form Fill,2023-05-28T01:18:00,direct
7339,40,162,Email Open,2020-04-22T08:41:00,
7340,274,93,Email Click,2024-06-20T23:41:00,
7341,3962,123,Webinar Registration,2022-02-13T15:40:00,
7342,4752,17,Email Open,2023-11-30T14:10:00,
7343,333,118,Content Download,2024-04-14T09:14:00,
7344,3375,143,Page Visit,2021-01-27T06:15:00,referral
7345,1287,52,Ad Click,2021-09-23T15:40:00,
7346,2237,68,Ad Click,2024-09-12T02:42:00,
7347,5407,6,Email Open,2030-03-15T14:30:00,
7348,1321,54,Webinar Registration,2020-07-29T10:56:00,
7349,2737,101,Ad Click,2023-08-27T01:56:00,twitter
7350,4722,192,Webinar Registration,2023-06-02T00:02:00,
7351,855,18,Email Open,2020-06-07T05:49:00,
7352,1736,,Ad Click,2022-08-19T15:51:00,google
7353,5872,57,Content Download,2020-10-13T06:21:00,
7354,3644,153,Email Open,2024-11-01T17:19:00,
7355,7586,116,Email Open,2030-03-15T14:30:00,
7356,5029,160,Page Visit,2023-08-28T19:04:00,google
7357,4498,89,Webinar Registration,2023-09-06T22:50:00,
7358,5450,160,Content Download,2023-09-02T00:14:00,
7359,2824,102,Form Fill,2023-02-22T14:05:00,facebook
7360,3970,127,Webinar Registration,2020-02-27T08:08:00,
7361,2916,180,Content Download,2024-05-09T09:41:00,
7362,2928,57,Page Visit,2020-10-20T11:02:00,google
7363,5560,2,Email Open,2020-02-22T08:07:00,
7364,5673,163,Email Open,2022-04-29T08:04:00,
7365,6250,191,Ad Click,2023-10-06T10:25:00,facebook
7366,980,158,Content Download,2020-12-22T15:31:00,
7367,1114,6,Form Fill,2024-12-29T21:37:00,twitter
7368,2131,98,Email Open,2020-03-07T21:04:00,
7369,1945,142,Page Visit,2021-03-12T12:43:00,facebook
7370,2338,134,Content Download,2023-11-02T22:59:00,
7371,1505,126,Webinar Registration,2021-05-02T09:00:00,
7372,7117,3,Email Open,2022-01-08T16:09:00,
7373,7544,70,Email Bounce,2022-12-30T12:20:00,
7374,7498,156,Email Open,2021-07-25T15:53:00,
7375,3361,147,Page Visit,2020-10-28T17:19:00,
7376,668,64,Webinar Attended,2023-06-27T05:28:00,
7377,4928,175,Page Visit,2022-07-30T03:15:00,referral
7378,2949,17,Content Download,2023-11-25T22:32:00,
7379,5830,104,Email Click,2024-03-22T01:37:00,
7380,4859,193,Email Open,2022-02-12T15:19:00,
7381,886,95,Content Download,2021-07-02T19:52:00,
7382,4162,125,Email Bounce,2023-10-17T16:32:00,
7383,3869,125,Unsubscribe,2023-09-07T10:41:00,
7384,3342,137,Email Open,2023-08-25T04:26:00,
7385,4185,103,Email Open,2024-02-06T19:45:00,
7386,6559,154,Webinar Attended,2024-11-09T23:24:00,
7387,2484,127,Email Open,2020-02-18T04:55:00,
7388,2122,12,Form Fill,2023-02-17T18:11:00,direct
7389,1845,155,Ad Click,2022-07-19T08:33:00,linkedin
7390,4024,164,Ad Click,2021-09-20T23:25:00,linkedin
7391,4552,107,,2023-12-15T05:30:00,
7392,3176,171,Page Visit,2023-04-13T23:05:00,referral
7393,2510,110,Email Open,2020-07-12T09:41:00,
7394,1079,,Email Open,2020-08-28T12:00:00,
7395,6765,175,Email Open,2022-07-23T06:28:00,
7396,3295,159,Content Download,2023-09-04T00:47:00,
7397,2677,177,Page Visit,2021-11-18T09:42:00,direct
7398,3339,190,Email Open,2020-02-29T06:36:00,
7399,5731,145,Page Visit,2021-01-09T01:05:00,facebook
7400,5170,147,Webinar Registration,2020-10-25T18:11:00,
7401,1249,39,Email Click,2021-05-21T09:01:00,
7402,5690,165,Form Fill,2024-02-07T05:04:00,referral
7403,3132,180,Webinar Registration,2024-04-02T06:16:00,
7404,244,194,Email Open,2023-03-24T15:05:00,
7405,3793,46,Webinar Registration,2024-04-12T09:08:00,
7406,7721,7,Email Open,2024-04-16T21:35:00,
7407,5580,196,Email Open,2022-04-04T09:16:00,
7408,4066,118,Content Download,2024-03-02T22:22:00,
7409,6092,56,Email Open,2024-10-03T13:52:00,
7410,2215,70,Email Open,2022-11-29T11:16:00,
7411,6507,60,Ad Click,2020-03-04T16:40:00,linkedin
7412,5501,184,Ad Click,2020-03-22T16:22:00,
7413,254,12,Ad Click,2023-03-30T22:52:00,twitter
7414,2214,83,Email Open,2023-01-14T06:40:00,
7415,7618,2,Email Open,2020-01-30T20:14:00,
7416,4051,110,Form Fill,2020-07-25T01:23:00,twitter
7417,1858,176,Email Open,2023-09-27T02:22:00,
7418,7296,167,Content Download,2022-04-14T06:54:00,
7419,67,106,Page Visit,2021-05-19T10:57:00,
7420,1685,1,Email Open,2024-10-11T23:11:00,
7421,1402,131,Email Open,2021-01-24T22:35:00,
7422,990,34,Ad Click,2020-02-03T12:15:00,referral
7423,7596,125,Content Download,2023-09-09T15:58:00,
7424,3093,47,Form Fill,2023-12-04T08:26:00,twitter
7425,3870,26,,2024-12-29T00:00:00,
7426,4796,122,Form Fill,2030-03-15T14:30:00,direct
7427,5599,107,Email Open,2024-02-06T10:13:00,
7428,6172,3,Email Click,2021-11-30T22:38:00,
7429,4917,46,Form Fill,2024-04-03T14:08:00,linkedin
7430,3016,77,Content Download,2021-03-01T22:00:00,
7431,535,26,Email Open,2024-12-30T00:34:00,
7432,4316,187,Email Click,2024-05-25T19:01:00,
7433,5581,77,Page Visit,2021-05-22T12:52:00,
7434,4967,63,Form Fill,2021-10-10T03:19:00,referral
7435,5878,64,Email Open,2023-07-12T14:41:00,
7436,78,131,Form Fill,2020-12-31T22:17:00,google
7437,5217,118,Form Fill,2024-02-25T07:37:00,referral
7438,5436,152,Content Download,2021-01-16T05:16:00,
7439,6611,139,Email Click,2024-12-03T01:51:00,
7440,2562,133,Email Open,2021-05-30T04:58:00,
7441,4752,,Ad Click,2022-10-02T03:36:00,google
7442,6991,155,Content Download,2022-06-20T04:11:00,
7443,4316,161,Unsubscribe,2022-03-07T16:40:00,
7444,3414,85,Webinar Registration,2023-09-22T03:28:00,
7445,375,21,Ad Click,2024-12-21T00:00:00,facebook
7446,4509,78,Email Click,2022-04-12T09:41:00,
7447,4059,29,Content Download,2030-03-15T14:30:00,
7448,7489,174,Page Visit,2021-03-08T07:04:00,linkedin
7449,1781,5,Email Open,2024-08-28T17:41:00,
7450,4299,,Content Download,2023-11-04T07:25:00,
7451,543,7,Email Open,2024-04-21T00:59:00,
7452,6203,190,Email Click,2020-03-08T03:14:00,
7453,19,31,Email Open,2024-05-02T07:48:00,
7454,61,37,Ad Click,2022-10-29T15:29:00,
7455,5553,138,Ad Click,2024-10-23T15:40:00,direct
7456,2475,2,Page Visit,2020-02-06T00:17:00,linkedin
7457,333,128,Ad Click,2021-08-11T21:50:00,referral
7458,6890,39,Webinar Attended,2021-05-08T20:18:00,
7459,5240,3,Webinar Registration,2022-02-11T21:03:00,
7460,5946,160,Webinar Registration,2023-08-27T22:18:00,
7461,7455,9,Content Download,2021-05-18T09:37:00,
7462,7819,135,Page Visit,2022-03-04T05:48:00,
7463,205,142,Form Fill,2021-03-11T16:14:00,google
7464,3526,,Form Fill,2023-11-15T07:44:00,referral
7465,7105,111,Form Fill,2022-03-30T08:16:00,referral
7466,4429,99,Content Download,2022-05-15T09:20:00,
7467,1189,103,Webinar Attended,2024-02-08T14:39:00,
7468,6080,146,Webinar Attended,2021-01-11T14:47:00,
7469,1152,,Email Open,2023-02-28T04:23:00,
7470,4303,147,Email Open,2020-10-23T20:23:00,
7471,7664,165,Email Open,2024-01-07T17:27:00,
7472,7670,118,Email Bounce,2024-02-24T14:50:00,
7473,1731,154,Form Fill,2024-10-27T21:32:00,
7474,7361,126,Email Click,2021-04-30T00:15:00,
7475,758,163,Email Open,2022-04-20T23:16:00,
7476,7432,114,Email Open,2024-08-25T12:46:00,
7477,7439,153,Ad Click,2024-11-04T01:28:00,google
7478,408,192,Content Download,2023-07-02T12:44:00,
7479,152,188,Email Open,2021-11-28T08:16:00,
7480,5500,165,,2024-01-16T00:43:00,direct
7481,6130,36,Email Open,2020-01-26T06:00:00,
7482,5637,10,Content Download,2021-09-22T02:12:00,
7483,909,50,Email Open,2020-04-13T14:20:00,
7484,4165,160,Page Visit,2023-08-25T19:48:00,facebook
7485,3057,114,Ad Click,2024-08-27T09:50:00,facebook
7486,7456,76,Page Visit,2023-05-28T07:26:00,
7487,722,106,Email Click,2021-05-17T13:45:00,
7488,497,,Content Download,2024-01-07T12:54:00,
7489,2500,126,Form Fill,2021-05-11T23:39:00,direct
7490,5772,180,Ad Click,2024-04-09T18:26:00,direct
7491,2956,60,Content Download,2020-02-24T04:32:00,
7492,7325,122,Webinar Registration,2021-10-06T14:54:00,
7493,6181,56,Email Bounce,2024-09-26T16:31:00,
7494,7542,100,Email Open,2024-07-20T13:38:00,
7495,4699,,Ad Click,2022-05-10T12:36:00,
7496,7454,101,Email Open,2023-08-30T01:17:00,
7497,2862,61,Form Fill,2021-02-12T08:27:00,facebook
7498,6344,131,Email Open,2020-11-21T13:55:00,
7499,745,44,Email Open,2022-01-09T23:28:00,
7500,4048,78,Webinar Registration,2022-04-27T16:31:00,
7501,15,2,Page Visit,2020-02-11T12:59:00,google
7502,1380,117,Email Open,2020-06-28T19:52:00,
7503,7948,125,Page Visit,2023-08-21T10:48:00,
7504,2303,98,Email Open,2020-03-08T08:08:00,
7505,1405,91,Email Open,2023-05-21T08:11:00,
7506,6557,197,Ad Click,2024-07-19T10:08:00,google
7507,2858,93,Content Download,2024-06-27T05:49:00,
7508,794,50,Page Visit,2020-04-23T09:21:00,google
7509,2014,141,Webinar Registration,2024-02-07T10:46:00,
7510,5326,175,Content Download,2022-05-25T02:24:00,
7511,5055,140,Email Bounce,2021-01-23T17:59:00,
7512,799,132,Email Open,2024-01-09T01:32:00,
7513,6353,96,Form Fill,2020-09-30T22:13:00,google
7514,4791,160,Content Download,2023-09-07T14:56:00,
7515,2601,96,Webinar Registration,2020-09-13T22:03:00,
7516,2668,137,Email Open,2023-09-16T14:35:00,
7517,1261,103,Email Click,2024-02-02T12:32:00,
7518,2696,31,Form Fill,2024-04-24T16:11:00,direct
7519,2083,165,Webinar Registration,2024-01-04T23:04:00,
7520,7283,193,,2022-03-30T20:49:00,twitter
7521,5850,13,Form Fill,2024-06-11T22:40:00,referral
7522,4894,104,Content Download,2024-03-15T12:58:00,
7523,6566,50,Webinar Attended,2020-04-28T20:16:00,
7524,6510,143,Webinar Registration,2021-01-09T17:49:00,
7525,2953,15,Email Open,2024-12-12T00:00:00,
7526,5076,163,Content Download,2022-06-09T06:24:00,
7527,5606,66,Page Visit,2021-03-17T04:24:00,google
7528,296,81,Page Visit,2021-05-05T03:18:00,facebook
7529,7774,19,Webinar Registration,2020-02-07T14:16:00,
7530,6146,46,Email Open,2024-03-12T10:30:00,
7531,6879,140,Content Download,2021-02-01T23:33:00,
7532,6777,119,Webinar Registration,2024-10-02T21:29:00,
7533,6224,55,Page Visit,2024-06-14T20:20:00,facebook
7534,1915,64,Form Fill,2023-07-31T18:33:00,referral
7535,6279,161,Webinar Registration,2022-05-22T21:20:00,
7536,6899,104,Email Open,2024-04-24T09:26:00,
7537,2724,89,Webinar Attended,2023-09-08T03:49:00,
7538,5096,73,Content Download,2021-08-06T17:15:00,
7539,1440,64,Email Open,2023-07-04T14:28:00,
7540,3541,108,Content Download,2024-12-28T13:51:00,
7541,5123,154,Email Open,2024-12-02T00:00:00,
7542,5606,190,Webinar Registration,2020-03-17T03:58:00,
7543,4554,194,Unsubscribe,2023-02-10T05:12:00,
7544,590,4,Form Fill,2022-09-02T03:04:00,twitter
7545,4356,72,Email Open,2020-03-03T22:28:00,
7546,7468,81,Ad Click,2021-05-07T09:51:00,linkedin
7547,432,154,Form Fill,2024-10-26T21:49:00,google
7548,2903,147,Email Open,2020-10-24T15:15:00,
7549,3686,97,Email Open,2020-09-22T10:45:00,
7550,1465,39,Ad Click,2021-05-06T19:16:00,google
7551,1523,177,Email Click,2030-03-15T14:30:00,
7552,6779,193,Email Click,2022-02-20T18:06:00,
7553,2644,150,Email Open,2020-04-10T15:34:00,
7554,398,37,Content Download,2022-11-04T08:57:00,
7555,1737,27,Content Download,2022-04-17T00:09:00,
7556,6008,200,Email Click,2021-04-15T10:00:00,
7557,1645,167,Email Open,2022-05-01T04:34:00,
7558,4325,181,Webinar Registration,2020-06-28T08:28:00,
7559,5007,62,Email Open,2021-06-09T17:20:00,
7560,2086,167,Email Click,2022-04-30T04:44:00,
7561,7130,123,Email Open,2022-02-25T06:15:00,
7562,1114,189,Email Click,2024-07-09T13:49:00,
7563,7197,31,Form Fill,2024-04-12T04:40:00,facebook
7564,6103,188,Webinar Registration,2021-11-10T16:48:00,
7565,733,47,Page Visit,2023-12-04T11:44:00,referral
7566,3120,102,Form Fill,2023-01-27T22:38:00,direct
7567,7368,160,Content Download,2023-08-18T17:43:00,
7568,151,158,Email Open,2020-12-16T07:47:00,
7569,3943,145,Email Open,2020-12-21T06:01:00,
7570,1418,19,Webinar Attended,2020-03-18T23:58:00,
7571,1980,185,Email Click,2022-07-30T12:37:00,
7572,656,109,Webinar Attended,2020-03-04T02:59:00,
7573,1509,177,Email Click,2021-11-09T16:40:00,
7574,961,108,Email Open,2024-12-18T13:11:00,
7575,2407,74,Form Fill,2024-05-29T03:56:00,twitter
7576,2151,94,Webinar Attended,2020-10-26T13:44:00,
7577,3118,124,Email Open,2021-07-18T12:19:00,
7578,6344,179,Email Open,2020-09-21T18:37:00,
7579,4186,106,Email Bounce,2021-05-13T06:40:00,
7580,3537,167,Form Fill,2022-04-26T01:08:00,
7581,7089,154,Webinar Registration,2024-12-15T12:25:00,
7582,859,77,Email Click,2021-02-21T08:35:00,
7583,967,140,Email Click,2030-03-15T14:30:00,
7584,7195,,Page Visit,2023-03-11T15:58:00,google
7585,5365,74,,2024-05-24T02:29:00,
7586,6060,190,Email Open,2020-03-09T04:01:00,
7587,7355,7,Webinar Attended,2024-05-21T03:56:00,
7588,4178,68,Content Download,2024-10-22T04:21:00,
7589,2562,106,Ad Click,2021-05-13T23:26:00,twitter
7590,2975,151,Ad Click,2023-12-08T08:37:00,twitter
7591,1537,197,Unsubscribe,2024-08-03T18:04:00,
7592,1122,198,Content Download,2020-03-03T08:18:00,
7593,7456,26,Email Open,2024-12-04T00:00:00,
7594,3076,49,Unsubscribe,2024-03-16T19:03:00,
7595,716,48,Ad Click,2023-09-25T19:40:00,referral
7596,3520,5,Email Click,2024-07-06T00:40:00,
7597,2453,67,Email Open,2020-10-26T08:04:00,
7598,1703,189,Content Download,2024-08-09T06:27:00,
7599,710,186,Form Fill,2020-04-12T03:43:00,direct
7600,5115,10,Form Fill,2021-09-09T16:30:00,google
7601,3331,106,Email Click,2021-05-23T11:30:00,
7602,3103,36,Unsubscribe,2020-01-29T21:18:00,
7603,2045,200,Content Download,2021-04-15T03:10:00,
7604,4841,96,Email Open,2020-09-26T04:16:00,
7605,2339,162,Email Click,2020-04-16T06:20:00,
7606,5865,4,Email Click,2022-09-04T21:07:00,
7607,6066,85,Webinar Attended,2023-10-02T17:17:00,
7608,2660,78,Content Download,2022-04-28T03:24:00,
7609,6702,62,Ad Click,2021-06-15T05:32:00,facebook
7610,2244,115,Email Click,2020-01-24T12:12:00,
7611,820,135,Form Fill,2022-03-11T18:27:00,google
7612,7427,197,,2024-07-14T10:47:00,
7613,90,184,Email Bounce,2020-05-09T17:44:00,
7614,2944,62,Email Open,2021-06-11T02:31:00,
7615,528,46,Email Bounce,2024-02-21T06:52:00,
7616,3742,121,,2023-12-01T05:27:00,
7617,1973,143,Webinar Registration,2021-01-02T23:34:00,
7618,1378,14,Email Open,2023-07-30T10:50:00,
7619,7974,92,Content Download,2022-09-30T19:15:00,
7620,2970,21,Email Click,2024-12-28T00:00:00,
7621,4681,148,Webinar Attended,2024-03-28T05:59:00,
7622,6353,168,Form Fill,2023-04-05T08:41:00,twitter
7623,4134,135,Form Fill,2022-04-05T04:14:00,direct
7624,4239,24,Content Download,2021-03-28T20:20:00,
7625,3733,73,Form Fill,2021-08-09T11:56:00,facebook
7626,1129,126,Webinar Registration,2021-05-01T06:19:00,
7627,4593,200,Webinar Registration,2021-04-10T08:26:00,
7628,7189,173,Webinar Registration,2023-07-09T23:16:00,
7629,4055,120,Webinar Attended,2020-05-15T08:49:00,
